"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO","Mm_WNT"
"FZD2",4.15958687946933,1.6457849820485,1.30869884179443,3.59712028215186,1.99012605401458,1.30499097372146,2.38772815561366,0.63663157694003,4.8783413072765,1.60318659541189,1.9197605930191,1.97266593126177,1.42057602852496,2.62745915684797,4.30187815868044,4.00517202035948,3.7145181219946,1.54739275864086,2.5193235499363,2.4856788034249
"NQO1",9.93711842373631,9.33134250630509,8.66076861038696,7.25372924178057,8.67694877595622,10.769424301128,10.8791569462067,11.9337375023172,8.07041618544953,8.13547996992293,11.7248417360927,10.6296451636341,10.0209101249353,8.35314145175921,11.0083186414646,10.2101809271378,9.63769493371815,10.1090475022072,2.76189538049702,2.38964807417205
"KIRREL1",6.22888241467135,5.92169281387794,5.44945781489104,5.43366353587025,4.98473201378375,5.85973777069094,7.7049157555236,6.7102302123888,5.12200485133562,6.1046169598837,6.55659073889427,6.11387248396128,5.77037026942938,4.7283456503057,7.65897589261179,6.75941352232483,6.74545190425579,6.43255899408339,5.3617499459544,4.97000958969449
"GNB1L",2.81161455710878,3.06308086019393,3.66673007243162,3.00007832635656,3.96383026878221,3.64449773817697,2.08554549561011,1.63577707264257,2.48426029472582,2.31386581326592,2.86522108261777,2.62423836036343,3.68887599101146,4.09177678506724,2.32114862648469,1.45616024044358,2.56736612775599,3.60507694062631,3.55895926392241,3.43678972847061
"LONP1",6.73169738957133,6.68861162677588,6.68738516317138,7.04705558895578,7.17349780586586,6.88581329830497,5.86131154499382,6.20908037902332,7.08878751071991,5.6878391708011,5.7975858615148,6.100561487284,7.01487105116195,7.22882671052433,5.39258560716423,5.80166428428815,6.06477191174031,6.29039908730906,7.53633288952983,7.64940886576172
"SCN8A",0.660544160977441,-1.43787055693594,-1.67605960209069,2.6881571445054,-2.12837917405921,-0.00226384055336289,1.79366510688251,0.811527038019818,2.94019617508404,1.74936082555926,1.66439583203831,-0.810293184818427,-1.77656331091249,-1.1943331399286,2.44080264827136,-1.19515959313172,-2.52924966900148,-2.62714029159215,4.59861278905589,5.39246309187891
"ANXA4",5.48810865664632,6.83625171967758,6.93752553528363,6.82138676700638,7.37799595890142,6.83551609654313,6.83454708088978,7.0304804858755,5.42313317326929,6.58444406540108,6.27046921498129,7.44529516777917,7.17158738359239,6.94938170438063,6.58604425180739,7.90252754949449,5.87575068090301,6.05940039006232,6.09685100451774,6.188235286526
"C1orf122",5.60757860432348,4.85853833101714,4.98629742384962,5.59161758079966,5.04233452462624,5.93388897871471,5.60671397065257,5.53036915994699,5.30332120381447,5.57716021240556,5.41849411786562,5.55100102013096,4.77934061873946,4.43670218938069,5.68864221751647,4.85325688346002,5.90087163949901,5.73391023229351,5.25444384350067,5.24003704216778
"SMG5",5.97539606393631,5.16273559419523,5.21734962202579,4.8082104181208,6.2663544592729,6.01657726811615,5.88988838360823,5.70887137733134,5.88457016712294,6.51845092238219,5.92242724141098,5.31928203189046,5.76593099579843,5.11481996686254,6.6657084529134,5.8193359761537,6.01121781929938,6.42633613305657,5.97474517098303,5.93020334626677
"TGM2",6.8350408157608,0.426247673102633,0.397547345788294,2.60542854448463,2.31607793546505,0.0826794848253483,4.3869722334325,-0.218795048477029,4.6109822881649,2.94405931864939,1.09348058981224,3.44046820681546,2.41662605843463,2.0820849922315,5.935691635333,8.29071937054494,6.62104751172662,5.26272988514097,2.99507587849136,3.25645570675883
"BMPR2",1.84876711060358,3.82087836204748,4.34672912309869,4.70941945933012,3.07261700565831,3.44130652103187,3.01417350019616,4.15643969845234,2.44101753326947,2.7607349146909,3.75329255529778,3.47609294576385,3.11941856136669,4.25798522843765,2.98024020226389,4.06297477157163,2.25623206222388,2.31155878791328,3.27551883607598,3.2981428834294
"TAX1BP3",6.57684467464296,5.16924543113045,4.9644255227305,7.47811573679419,6.94591542226938,5.70584690520321,6.26198759701338,5.6991679200303,6.78323461363476,7.15253442853547,5.64602376240788,5.72270827315823,5.22053894479066,5.77191818792826,7.44251533835847,5.75432971758479,6.69739623194743,6.59875019298749,6.1088935156345,5.9791299239386
"CCPG1",4.44450545670082,4.87381442113372,5.21790127797248,3.59452680091192,4.50309477318022,5.89414312755333,5.4650777325016,4.96207927099137,4.18904710680922,4.22338217073208,4.63410188190765,5.40198227244537,5.18057103123329,5.7260678762019,4.93334900726626,6.77437467925897,4.46607702249734,4.62570372333263,3.77031794112787,3.69835677784501
"NOL12",5.19728901690284,6.07483711151596,5.71357851969984,4.83521237628224,4.84761377088915,6.31620017567018,4.7879792858434,4.80140078435828,5.1962090161204,5.65706741503782,5.02696402890226,5.03429727222588,4.86248307670863,5.74462341459269,5.19732751311939,4.94770522754402,4.96733858528763,5.94379325377891,6.01138073450011,6.00572137482863
"SYNRG",2.71740146688522,2.70560156572252,2.89800206705289,2.27827817391387,2.63136541766097,2.17058578176638,2.99777851452439,3.18664120412844,2.79777398482081,2.6396777414339,3.45160039865368,2.86373638414346,2.26173766066833,2.40178609799527,2.65274246843576,2.96279818328827,2.79053853735967,2.80768054543352,3.70252226318263,3.74516722859685
