"","Hs_A375","Hs_FemxI","Hs_FemxV","Hs_LOX","Hs_MeWo","Hs_Skmel28","Hs_WM115","Hs_WM1341","Hs_WM1366","Hs_WM1382","Hs_WM239","Hs_WM266","Hs_WM35","Hs_WM45.1","Hs_WM793","Hs_WM852","Hs_WM9","Hs_WM983","Mm_G007LK_vs_DMSO","Mm_WNT_G007LK_vs_WNT"
"M6PR",-0.0445927966203247,0.043212944214522,-0.049685880544902,0.164034763094454,0.111725758077048,0.209358481996561,0.021430109860094,0.13317961333649,-0.132626228336234,-0.003829122231342,0.0828516143723458,-0.0581211875399287,0.0345353491782855,0.0220595807637235,-0.103141664546238,-0.102943560112338,0.000181678640484846,0.076017268409313,-0.00692394274881995,0.0402159513064175
"AK2",0.0236537518696136,0.00285117063585296,0.124157470971322,0.107153910141714,0.136831727611515,-0.0614321936632252,-0.0233337993656003,0.0473956301393976,-0.0887332774492899,0.00903427925375593,0.0646011529016768,-0.0253930427061263,-0.00805170719308515,0.0317682749543935,-0.107782547286666,-0.0796154632599784,0.0202867399238188,-0.00209241079826289,-0.125930756880319,-0.0858649441112251
"NDUFAB1",0.156643721115556,-0.0336196884222884,0.119476718388634,0.0453691501259438,-0.0343490221820195,-0.352977257887027,-0.0232328478463195,0.0604154205502301,0.111724337259745,0.0322253767073818,0.136541410027489,0.0200888807209768,-0.102954349642739,-0.0194634216252788,-0.082717587556526,-0.107204884989468,0.0377022893816899,0.0224193670730683,-0.00528680218685031,-0.0164473531991876
"SLC25A5",0.236556851822018,0.114203430477624,0.0856893087831072,0.0812442824749431,0.284060816877597,-0.0904584265670371,-0.00620719553543351,0.0555647979141173,0.0153497051976501,0.0148997018811649,0.0664004690310568,0.190620772993091,-0.1156256809383,0.0638113788553088,-0.22164549544777,-0.0682347528941621,-0.0299574138884712,-0.0896583782447099,-0.0485199682847463,0.0598715221189668
"PSMB1",0.216500808097607,-0.0456784181300907,0.166160872515319,0.135525222391944,0.0205824489481376,-0.298946829900391,0.023826154361325,0.0955582289855422,0.0612880709115285,0.00155242793415173,0.0453060423649006,0.113290931283016,-0.128830974677397,0.0108784872716898,-0.0688774117576462,-0.0830436930404949,0.127879211847619,-0.200952921674884,0.013460742762946,0.161215883425195
"CSDE1",-0.129809727008972,0.104652866786537,0.0398004332886135,0.114898659239092,0.221065957171528,0.350334035524307,-0.0113654758414648,0.110007495981464,0.00266497989480474,-0.0886689425264887,0.12192090642721,-0.107831227456574,0.0632976336254251,-0.0246001531509316,0.0422651653149646,-0.00804840337674819,0.0598705602002772,0.0179968162922524,-0.0292964894201771,0.0321750856351526
"UQCRC1",0.126427259970351,0.0699328091938799,0.00511280406906345,0.128913265383288,0.146443801521074,-0.172064576485429,0.139879761695571,0.0180875699451271,0.261230841842702,0.0829774223085549,-0.0570182307206496,0.0461291961484892,-0.0916245540651683,0.00254086168242338,-0.0526127266136564,-0.0205646704063292,-0.103913794384199,-0.12304639220794,0.00328694897484678,-0.0651481774738825
"PTBP1",-0.423666604668571,0.10802869587305,0.145103620744931,0.0461502280827284,0.0635604232377347,0.275318338247445,-0.0287156472590184,-0.0743408515559433,-0.0582225897645533,-0.172114949216043,0.130234836695135,-0.0975197547915875,-0.0876045126847798,-0.0304737488805204,-0.182578308990223,-0.0845822062492228,-0.183708060955083,-0.13785758148715,-0.0785728060266088,-0.191979694331543
"MDH1",0.224313192974933,0.110309005452172,0.039998298542085,0.121833927724085,0.238402023849449,-0.147757038687783,0.107611164157989,0.123122298459705,0.1130765349946,0.195268324952597,0.264642959200242,-0.0675861176266226,0.0626027629437814,0.0108928967800931,0.0563861980188415,0.119005134214889,0.0792634111716637,0.363013020445371,0.0482462492268871,0.180713409583987
"MATR3",0.0579924428846725,0.0323725212724159,0.0889835939700422,0.0714274608775143,-0.124840745078846,0.239389964732001,0.040810133204036,-0.0448154290962532,-0.0320224726108513,0.117133253157996,0.128773661597864,-0.113139561877759,0.118687258522244,0.0446089792678562,0.048680124399733,0.258925228833782,0.251122718348965,0.0733261202528196,-0.0540143821654412,0.06667009148526
