symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
PABPC1	12294.97244	27752.9039	31590.7569	33086.88416	44773.94197	55717.74495	57907.73569	59161.76878	23004.80086	27463.859	79424.71432	37277.94357	51489.85218	52301.74605	46935.75274	46584.84804	117471.7196	111046.6694	55261.85397	78988.63144	55473.782	47052.7815	25985.86764	34549.83133	59525.66745	59650.80746
PABPC1L	820.1298281	1827.740039	1537.133317	1374.077865	1309.418931	1179.110959	2095.095441	1860.995596	1344.407458	1400.223138	4550.374202	1811.025276	1495.63648	1592.015296	1545.530453	1270.239064	2501.259722	2778.089837	1019.22017	1678.277111	947.880621	831.0268303	795.1076294	1296.082512	928.0568836	1093.173972
PABPC4	12530.11212	28037.63692	18789.2077	19673.83933	9684.894234	11595.56237	13890.48668	12722.11398	6851.319459	8013.002629	16458.66205	7717.599436	9959.818215	9994.056837	15678.45555	15091.14514	22285.81787	21152.80269	10913.77777	15295.46841	5182.889129	4554.906795	4080.143991	5585.267046	6859.133929	7036.734272
PABPN1	3453.939698	7228.505534	4148.691953	4397.261575	3764.351427	4329.398394	6418.494833	5441.438033	3562.802205	3947.39759	7326.029366	3220.537716	9116.811903	9367.294879	5539.015853	4795.654635	5073.876455	4822.450546	3627.814247	5946.377833	4506.207374	4008.6439	2453.161854	3315.69626	5601.9457	5492.309934
PACS1	1894.911395	4171.621282	2628.308	2501.776307	2552.659977	3366.422743	1825.012799	1583.106511	1738.34464	1837.480727	4770.037	2125.079698	4363.966598	3983.210103	3366.604103	3233.600769	1860.175984	1603.991689	1786.379386	2173.95929	2101.655023	1944.405893	1113.964318	1114.749633	2298.225735	2198.677021
PACS2	521.0648132	1030.754017	582.4790922	604.4949757	959.6296167	1119.272284	1105.80254	1116.342007	1602.790483	1935.14019	1261.652389	647.8325811	2784.135609	2860.176175	2753.628579	2314.352095	1306.777548	1112.81632	402.4014713	614.2589307	1071.325145	914.6137396	758.7565732	1021.797534	599.5030753	680.961209
PACSIN2	10173	24261.85175	19189.78144	22434	6377.933485	8825.680894	19505.78707	21695.92756	8392.171571	10359	34464.70702	17250.95404	7090.40517	7142.120938	13641.22799	13224.77613	47277.507	49179.41874	1760.242785	2547.626803	1643	1670.519147	2190.423367	2893.502631	6191.21692	6255.483576
PACSIN3	1685	3106	1923	1989	1378	1495	1414	1130	1338	1577	3470	1440	1503	1449	1653	1415	2249	1793	2806	4488	1468	1343	1319	1679	1229	1246
PAF1	1510	3220	2392	2727	3106	3832	4474	3941	1611	1838	2759	1267	2221	2298	2498	2268	3084	2754	2597	4063	2153	1964	965	1062	2047	2180
PAFAH1B1	4278.968116	9379	7797	8077.17405	6976.404526	9322	8042.996435	8309.227169	8892.004892	10420.47437	15741.1889	7575.256882	12077.36411	11970.00377	11177.68803	11268.09402	6518.060038	6181	4808.240301	7144.722043	4803.997305	4791	3852	5220	4605.758128	4832.864183
PAFAH1B2	1711.364544	3867.871252	3258.373006	3569.409416	2012.990953	2554.023238	2484.423637	2354.332488	3360.526961	3937.642288	7226.382276	3295.2595	1577.42385	1690.819699	5556.373018	5653.036999	6304.228349	6056.627746	3614.96085	4888.863595	3569.08448	3422.948721	1557.300249	2243.161175	3715.84192	3802.185149
PAFAH1B3	1254.258688	2510.422466	2229.814246	2432.576003	993.4580385	1246.886803	2582.345318	2094.567743	864.7616325	878.4827717	1828.033206	777.0842301	759.9432589	837.6019165	1422.128984	1290.795004	1517.219066	1091.727971	852.5495392	1278.323313	598.8914752	607.494324	356.683412	403.6369702	818.6044664	849.2453478
PAFAH2	447.9162552	1032.440654	1043.759289	1148.637952	1064.492854	1359.752864	701.2720622	782.1268999	1095.440565	1250.971041	1504.67064	746.0564776	1189.737043	1116.083004	2213.114824	1976.311425	1149.163396	1098.64611	438.5595765	560.9078673	402.8613387	417.0077721	301.024418	422.2023838	660.2679898	707.4608411
PAG1	1274.040613	2310.685837	1412.803322	1413.794465	2679.579767	2663.720211	3038.284974	3071.896209	2650.486926	3642.941326	15749.71157	7016.613406	5046.88206	4250.772884	1123.169618	1013.8039	2796.519232	2179.542456	165.3874516	213.1415907	529.8504016	599.9299584	455.0237458	637.1619716	903.1061247	1040.829941
PAICS	9753.60486	21486.74233	18321.28694	19787.94953	10433.77569	12463.89903	16089.74183	15518.56163	7811.56797	8659.427846	17997.55384	8386.084646	19236.4009	19382.02472	23836.72296	24974.75518	16023.84952	14335.86592	18011.60915	26173.48934	14073.07068	12283.42703	4854.419405	6274.269044	16636.8517	16395.30438
PAIP1	3767.480754	7999.300647	7506	8523	3220.999436	3894	4828	4549	2762	3180	9091	4358	3172.53269	3214.46528	4639.500541	4871.998268	7451	6949	2924	4555	3829	3600	1541	2258	3430	3481
PAIP2	2675.556657	5938.523675	3649.782483	4235.189217	3107.953495	3893.586606	4445.425693	3972.548193	1828.020166	2262.332404	2749.553155	1181.372707	4703.501132	5018.769648	4227.7346	4359.068858	9303.122083	8746.464845	3813.085606	5848.902262	3125.61764	2983.343012	1468.019932	2053.884016	6039.831098	6127.451324
PAIP2B	27.38738799	101.0026106	117.5378442	128.0150318	132	150	153	159	34	44.01328577	112.3255603	64.39197329	163.6283627	157.8131883	107	93	347.7982788	344.0095882	27	52.00184771	23	22	19	16	43	38.00132017
PAK1	389.1578579	968.41969	1437.768045	1541.362757	3487.523029	4184.401081	1635.396776	1493.622239	1638.176576	1720.052434	1947.475581	977.8901063	14005.88897	14244.84637	2382.746081	2452.035397	2603.051126	2392.047252	1823.977473	2932.483039	1770.510284	1523.336001	1247.666577	1497	485.7418118	458.7625232
PAK1IP1	1127	2534	1622	1787	1064	1252	1653	1502	1663	1866	4483	2221	1914	1803	2481	2601	2857	2654	1372	2046	1932	1627	645	848	1364	1361
PAK2	3294	7124.495715	5145.165711	5368.000032	7357.405546	10205.15081	7477.57689	7977.522354	5035.761831	5737.032159	5734.126231	2545.592286	5574.476428	5678.621118	6542.341001	6766.577494	8830.700024	8636.426241	2850.260107	3581.791376	4470.882929	3829	3231.549395	4467.041125	6296.425515	6281.496899
PAK3	26.10038017	59.59438202	3.495844943	2.026735937	87.73165938	129.6229438	38.62204679	25.26637356	7.216880534	5.010334609	13.14939949	2.034224515	59.98327066	85.09254914	5.268915171	12.12043219	14.15581627	12.25818354	15.10151067	21.40720296	246.9388271	265.3468002	17.00979545	23.24474348	4.047452375	2.010961987
PAK4	2523.300306	5151.560588	4345.164591	4187.239659	2150.509146	2710.384697	4278.246524	3833.23684	1968.319912	1951.553001	2902.208691	1345.046815	1419.787713	1397.412775	2342.504728	1991.472288	3377.465621	2728.391139	1828.582902	2538.252432	1367.892762	1196.482147	784.4669541	832.3443357	1254.888156	1257.912113
PALB2	1110.04347	2541.006602	1810	1961.064969	988	1285.028418	1866.013354	2017	1141.02929	1309.069702	2273.092545	1100.027722	730.0559672	702.0266098	1757.017837	1887.029533	2277.063526	2244.036999	905.0159282	1129.002679	1141.054054	986.463521	322.0171712	484.0569522	1379.248926	1405.118696
PALD1	12	20	11	13	38	25	34	28	43	63	21	10	290	288	35	40	44	45	195	256	9	14	15	21	9	7
PALLD	1168.695775	2194.818497	2000.228557	2007.427589	961.1180993	1157.922199	1982.167733	1618.501966	1210.207878	1459.364424	3315.190407	1658.903999	1178.908656	979.7218891	1257.279852	1336.314036	1498.252834	1473.643153	638.3029239	668.3757504	2407.861457	2186.034211	727.5744079	812.3870689	1420.802671	1443.639143
PALM	17.19117638	43.54637662	203.4686021	214.2226848	6.119002018	3.033430685	123.4391438	113.4063507	143.2684327	173.3320295	12.32438961	4.400883881	824.5481442	811.2701291	66.78205162	42.06294541	449.2614759	391.356411	326.2598202	517.4566593	2.038634278	2.068836628	100.426626	103.0896776	326.1078231	363.0544223
PALM2	79.98268542	312.6335591	239.2196584	221.0801705	108.4551007	140.8382016	51.50270795	56.27870975	41.15808709	71.62098425	421.8252727	201.3169832	154.7326615	95.96029169	112.1738106	155.1982097	147.43947	178.2234121	27.01718033	20.4548244	82.93734161	59.42143819	27.82222699	63.41342949	33.1077449	49.91236739
PAM	43.00028977	135.4269878	71	69.00094489	8237.074669	9821.031989	5776.050849	6433.098833	7210	8331.10656	11157.0279	5270.001228	9190.001735	8186.053606	7715.001241	7281.261061	18266.15183	16842.6157	1928.002676	2769	5136.15368	4770.091988	5137.091297	7469.002238	6066.561168	5960.837934
PAM16	220.4092562	553.8025831	383.3057321	398.2674665	243.5877447	342.9068219	676.1118681	498.5152023	211.7579753	281.3719531	346.9200358	147.7302193	233.7177867	200.4826597	364.1790592	384.1856731	682.2489043	604.4571889	298.540079	505.177016	233.6071497	216.382262	116.5000019	181.066567	285.3185245	312.3818048
PAM16	199.9874844	354.4502361	243.141123	310.9335616	229.8672965	253.2170638	417.6743341	317.9179957	211.7535465	281.371953	280.1553669	147.7302157	133.5261761	186.4590844	360.4440219	259.2028906	647.5847332	504.6635491	298.459921	366.6053953	228.9670916	190.8757217	116.4999981	114.2494901	253.3335243	242.5274521
PAN2	1070.858062	2826.030279	2859.041696	2889.649066	1492.206553	1768.085111	1449.000715	1457.000463	2509.006222	2955.320119	4221.835159	1899.063576	3543.941644	3625.005035	2343.005567	2096.182864	3621.198727	3769.026217	1453.136172	1955.145816	776.1483018	820.030169	704.0750422	1177.003834	1216	1533.168322
PAN3	1010.761958	2278.562727	1384.580453	1403	1201.85822	1473.862984	880.5565343	937.262545	1165.919541	1393.92964	2081.786916	957.5384647	1152.347161	1179.351561	1370.764657	1421.625636	1817.712063	1721.535185	931.6785204	1114.836042	1090.449568	1049.861155	458.7033526	598.3857092	970.556516	1066.361261
PANK1	308.2608789	767.8081161	381.3956073	372.6814193	224.3880554	259.4335896	198.4740677	198.8304667	140.5848889	184.4558754	393.9221364	203.3424278	371.9243316	376.1618655	364.3178764	384.4907701	495.7599755	416.3016148	227.9629477	343.8839784	104.5761525	125.3567222	142.0545602	241.7848955	211.007695	239.3844464
PANK2	1164.540724	2633.437836	2054.248878	2183.571994	1626.369254	1808.545399	4705.972136	4391.488176	2461.720025	2739.034144	5351.842895	2339.513463	3455.970263	3265.447539	2535.024841	2326.988834	1982.098333	1800.599189	1580.214085	2335.654202	640.9856904	573.6557778	914.4695913	1207.569779	2145.794252	2185.133934
PANK3	5113.445642	12594.15042	5948.983132	6686.487323	4033.444286	5978.127432	6556.154269	9393.392214	3851.948025	4550.965547	10205.05061	4605.921573	17792.72698	18238.83364	7672.486284	8916.269272	15937.01725	16464.43928	3612.832519	4298.975082	4233.16795	3665.653734	1971.792175	2724.482606	5151.86654	5224.851476
PANK4	49.44152353	354.5108967	457.0879291	339.7639615	694.1200476	296.1836485	768.4983613	401.2109027	22.7140688	207.6239627	271.3437747	176.9957036	651.7751781	234.8010592	315.7258336	587.0505549	1026.313808	557.5169961	284.7156116	516.2587862	95.06427934	194.5938202	31.21071963	68.11186082	570.1961707	180.2637226
PANK4	289.5584765	473.4891033	123.9120709	292.2360385	602.8799524	1153.816352	982.5016387	1145.789097	263.2859312	95.37603735	1366.656225	546.0042964	961.2248219	1432.198941	411.2741664	133.9494451	213.686192	459.4830039	341.2843884	314.7412138	481.9357207	340.4061798	344.7892804	437.8881392	366.8038293	865.7362774
PANX1	565	1260	1209	1263	601	853	856	1154	1642	1932	1928	957	1201	1281	3170	3168	3465	3108	516	591	504	477	520	756	1209	1193
PAOX	56	88.64689359	129	149.6985626	77.62624811	80.89856256	162.6832929	139	39	61	73	33.90757877	39	47	95	63	24	36	10	7	20.08865248	19	58	45	78	82.73993434
PAPLN	103.7951674	206.5052888	132.9108122	112.0961466	10.2725134	11.13689458	289.4669723	283.9799488	30.19869133	46.34611873	1555.130538	644.4422565	276.5200816	272.0336771	573.512668	469.9740138	313.5470241	371.079697	197.7085084	238.3849879	555.9259067	501.7579288	11.4022005	13.1318982	1050.406223	1314.974492
PAPOLA	6848.342557	14728.57638	9665.687858	10039.40484	6835.578362	8941.358662	8582.090207	9466.073139	9587.411695	10597.26092	13187.52951	6515.979155	15995.55244	16545.46189	12046.68581	12479.935	13327.91353	12779.9599	4768.252646	6251.224237	7930.61753	7089.097933	3572.664874	5244.708856	11544.40885	11759.65475
PAPOLG	421.395994	1109.898792	814.7505937	877.0617965	371.8743627	533.9227975	826.8821176	964.2416009	493.7572429	580.9649376	1140.115903	581.0865335	1661.316141	1664.175822	829.1332523	897.3148665	949.3136005	973.2458962	535.8684576	695.5852362	497.4887955	477.1884825	288.2731464	415.3921088	778.454146	770.2438588
PAPSS1	2341	4994	3983	4158	1130	1460	3353	3283	2571	2880	5073.098654	2434	1970	2112	3706.241606	3887	2375	2159	1964	2913	1391	1396	1845	2708	3416	3639
PAPSS2	40.00502919	129.9904666	141	142	473	574	697	845	238	306	13.00125997	2	14	14	256	185	12	8	1321	1889	1127	1066	2346	4647	1847	1902
PAQR3	642.9078055	1597.61825	1431.841571	1821.940935	815.1887607	1087.62574	1207.447994	1438.94494	1488.958429	1808.384643	2118.877347	1013.757649	1198.922529	1085.261828	1491.401634	1692.534096	1083.196632	1043.444841	677.9058664	829.6043671	1319.912634	1162.059752	528.5172859	780.3080027	377.3819586	455.8244417
PAQR4	1943.220116	4130.539444	2742.381442	2775.729971	2468.260754	2837.645307	4415.719344	4111.529705	1686.803683	2010.990566	3799.223122	1749.449046	883.6511229	896.0795646	4026.483897	3286.191717	2710.440322	2274.931663	1892.729614	2759.712807	1112.169594	1171.897703	1607.478116	1993.373007	1685.336426	1762.990955
PAQR5	54.54597961	125.0552509	27.31966541	27.17016148	56.34631827	61.01144212	36.31841412	46.31307858	329.9791187	447.0587513	30.17694655	12.05940776	27.07697783	29.16395163	130.8854509	97.05656843	145.6783054	150.3161684	185.6765393	198.1533342	494.6676448	422.8975123	46.67307487	44.01911347	4903.46593	5918.839798
PAQR6	97	217	121	160	48	24	116	83	108	137	139	61	203	262	169	151	522	574	342	555	37	32	13	65	21	26
PAQR7	315.1481667	734.477612	426.1045501	432.2036945	350.5643483	425.8418466	731.0531005	588.8731033	526.9068622	603.9758441	301.2734949	134.9322644	996.8305601	997.8505046	781.3895315	694.0771131	738.4174195	686.8919638	717.6335915	990.4009828	569.6408517	511.5203018	386.6734305	487.55787	901.9589712	891.6791565
PAQR8	752	1621.926318	888.628796	946.358908	361.9687219	508.0870613	768.5328854	846.2674268	1818.469194	2064.577343	843.2246888	364.0766659	1183.200575	1268.109423	879.1681659	767.7178641	931.5141693	821.0042937	248.7309919	371.1034195	516.4198171	600.7142654	758.0853238	1093.87772	385.0263062	392.103818
PARD3	991	2162	1501	1591	886	1043	1461	1260	1016	1131	2505	1180	2307	2291	1738	1655	1394	1334	1426	1965	1412	1247	1068	1391	2567	2577
PARD6A	10	19	12	11	116	113	56	57	18	25	104	67	29	31	38	33	12	6	55	110	316	313	7	11	6	13
PARD6B	83.20090787	166.4387761	129.6209756	112.7455515	96.91642516	89.06885258	123.805539	151.9189931	114.1018593	160.2779648	140.5762702	66.48821615	141.8039351	144.3536066	141.62904	155.4446148	206.8369817	243.7987158	47.88255871	90.77949089	47.4494554	57.17622425	41.67919443	88.67121515	548.9491618	587.5654111
PARD6G	1128.539419	2352.620522	1617.38971	1711.323258	2455.875895	3075.828237	1510.972715	1408.735445	641.8574736	746.5876296	2673.461595	1216.474271	1610.062818	1716.768522	923.208466	774.9358801	1659.658594	1461.605309	188.9716346	288.0575569	105.7869627	75.53685178	161.3744102	253.9775091	97.2311275	122.3887649
PARG	1047.171449	2499.483577	1545.987548	1629.462698	1427.505045	1821.363634	874.9296364	960.0087661	727.3434727	788.4039566	1947.913693	895.3488903	831.2256513	760.5469846	1453.193039	1423.533946	2187.992974	1951.877977	881.8295627	1211.84606	1142.369275	993.1045325	562.2427611	780.6783397	1030.446137	1068.563394
PARK7	4115.371017	8857.058615	6428.019639	7077.208464	8869.326455	11760.32524	22800.08566	19452.90958	7292.14693	8422.008872	16840.65425	7671.129984	15610.08784	15564.10497	12958.53123	12187.24571	12942.27443	11727.66533	7099.117481	11998.11205	5719.042687	5546.047183	3561.030335	4520	8473	8599.137777
PARL	2046	4550.992683	2999	3313	1051.968071	1307.948449	5437.983854	4485.997208	1600.86228	1851.874897	3040	1489.993689	2423.937995	2333.89144	2978.975102	2734.9841	5546.994915	5031.982754	989.9655834	1527	1382.952246	1224.83128	525	743.9109867	1036.561342	970.7358111
PARN	1266.389991	2700.451715	1878.322024	1976.115512	951.2310594	1146.873589	2439.99386	2257.549801	1641.585541	1919.256884	2533.367206	1127.43655	551.7618756	524.0019252	1990.968447	1929.733778	2583.96237	2414.596476	1173.34056	1752.775472	648.8142515	611.8744146	592.8290429	843.0858251	1235.574464	1285.846358
PARN	1266.389991	2700.451715	1878.322024	1976.115512	951.2310594	1146.873589	2439.99386	2257.549801	1641.585541	1919.256884	2533.367206	1127.43655	551.7618756	524.0019252	1990.968447	1929.733778	2583.96237	2414.596476	1173.34056	1752.775472	648.8142515	611.8744146	592.8290429	843.0858251	1235.574464	1285.846358
PARP1	18329.98919	42833	20954.94373	22374.97507	17138.94068	22647.95981	19768.98247	19669	10776.98949	12082	13032.94262	6670	24414.95195	23970.97499	24887	24737	29277.94705	25882.94453	15578.94956	21449.95934	10717.98949	9821	5507.991481	6563.982076	16810.97427	17183.97437
PARP10	862	1789	1907	1909	1162	1244	1821	1709	1183	1525	3324	1497	1322	1530	1596	1292	2921.03067	2411	723	1054	589	585	1032	1322	2526.494716	2663
PARP11	29.51012061	53.52554897	149.2015702	167.5071657	78.77235292	129.4463674	296.4124729	392.6377703	246.7332147	363.4177813	924.4646978	481.1266634	296.2935949	289.3279599	267.0633314	282.7098264	671.7596741	751.0701677	201.7587497	285.3564801	158.71879	130.6220364	73.93882641	108.3991143	90.73660973	73.23993194
PARP12	605	1327.326173	1466.003217	1450	364.7426507	410.4339643	634.0001738	555.0002539	703.654753	900.5539739	2252.007105	1112.559566	162.1354191	206.4355702	1767.001084	1765	1346.826187	1164	598.15442	820.7626968	419.0074177	381.0024789	735	1062.856723	1442.402022	1525.00126
PARP14	376.351853	806.1280686	1156.586471	1138.119234	783.1575674	969.3680006	3800.990049	4569.916719	1522.20235	1880.40944	2245.574712	1122.257526	2197.380786	2149.01896	2702.4469	2667.742843	3351.848231	3647.711393	1086.935877	1392.983619	1678.428058	1850.214279	835.7467372	1279.434428	6064.323025	6398.45184
PARP16	388	961	604	664.5912626	533.8370484	628.7905266	321	349.8342759	264	297	645	291.8452661	323.7831454	323.0041091	539	447	939	923	326.3497815	510.0271422	239.8571256	225.7771641	140.515315	174.0257573	391	388.8705389
PARP2	1320	2973.284248	1219	1270.313252	1062.685846	1301	1166.020539	1120.025535	997.0924903	987	2400.217274	1071.443624	2179.250413	2091.147495	1331.488337	1344	1658.135229	1501.16145	1149	1853.13927	1443.0021	1233.134559	671.6926354	844.5225392	1376.830741	1441.070046
PARP3	260	510	714	719	884	943	767	690	1328	1448	1285	569	686	648	812	577	937	843	618	863	916	836	397	442	1164	1166
PARP4	2622.68616	6226.529354	3602.831535	3749.055427	8364.773535	11403.70154	5219.08437	6096.659438	4408.677165	5322.829045	6929.268657	3366.119787	3400.990162	3563.319701	8421.093633	8601.818941	8649.176507	8553.586573	3254.963687	3840.9062	3130.963588	3253.484789	3404.559304	4429.140764	6052.844811	6479.104388
PARP6	921.7885188	1990.800426	1489.893422	1482.756465	1877.84831	2168.903592	1598.479694	1430.711992	1402.429598	1544.639253	2195.70296	922.2176643	2228.666515	2193.242593	1690.63135	1544.893644	2962.973785	2812.542207	824.407904	1319.833397	1470.523715	1261.862541	776.3509185	1062.841425	1629.937914	1813.358032
