"","Hs_A375.G007.LK","Hs_FemxI.G007.LK","Hs_FemxV.G007.LK","Hs_LOX.G007.LK","Hs_MeWo.G007.LK","Hs_Skmel28.G007.LK","Hs_WM115.G007.LK","Hs_WM1341.G007.LK","Hs_WM1366.G007.LK","Hs_WM1382.G007.LK","Hs_WM239.G007.LK","Hs_WM266.G007.LK","Hs_WM35.G007.LK","Hs_WM45.1.G007.LK","Hs_WM793.G007.LK","Hs_WM852.G007.LK","Hs_WM9.G007.LK","Hs_WM983.G007.LK","Mm_G007LK","Mm_WNT","Mm_WNT_G007LK"
"TCF7",1.75570328425541,3.49292096613852,2.85941478682699,1.66052016180887,1.81111991788602,2.30737076584852,1.85848689311917,-0.551962724481129,1.95081490783937,0.62989646423238,0.541035244372054,1.13173210540373,2.00180068112249,0.449487810564901,0.990393816768175,4.62465571729972,3.57726042260979,1.30647550538535,0.888649880786188,3.32799169462807,2.22762412883478
"AXIN2",-2.38390132913475,-1.89315558390751,-1.81778465881505,-0.0153268072092833,1.57351211659451,1.9619023836048,1.11469153998603,-2.48076024143797,-0.32035915080139,1.9106090146747,2.077215071658,0.649703340928863,0.638053406092521,2.27090336438508,0.909303753360716,-0.061710423371661,-1.46291770867201,-0.2624176261939,2.33993171263732,4.31901982972273,3.44691974676467
