"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO"
"DCLK1",0.293183956401271,2.78949866032682,3.52885867231099,-1.61496008716969,2.98877517841688,1.50775003048372,2.79908789082051,3.49713745105359,-0.322984766210227,3.94261395135757,-2.24950433830226,5.00558019718431,-1.04506183426108,-2.53015721728566,-0.720938503529448,-1.45495985573411,-2.0905714175253,-1.96690853844593,3.24247760261016
"CAMK1",2.39460706728919,-0.536576595428229,-0.260928883035105,-1.07969548433512,4.49351218026564,-1.46794896429569,3.46716071907847,-0.603177230147363,4.52001183541018,-1.93886667935098,0.814103789271151,5.03796185246803,1.22328848108759,0.0106575864631469,4.12290488010069,2.73069279878512,4.54897746539739,2.38052051238786,6.11380138972576
"TRPM1",-3.12135542345598,5.84929932821087,6.14686481279381,-3.32192809488736,6.56731279941653,6.84114648259734,-1.39384437928995,6.2651577537962,-3.20243471033576,6.42798438683336,4.88542128747488,5.64649173455099,6.96274130748639,2.52088937739759,-3.32192809488736,-3.32192809488736,-3.32192809488736,0.116567751193095,6.47330584956526
"FST",7.2122127627715,-1.70034029067192,0.722796942307441,1.61529986428888,-2.12290145481833,0.324169813128027,6.56761064117717,3.30564751107584,4.31984654974195,2.92993692662721,-0.274955937737057,3.97081444312452,0.515153776433694,-3.10934148243947,7.52836029975316,1.29721220212771,7.2720050156579,3.11371473693731,2.76639594774335
"CYP2J2",-0.421406183918226,-3.32192809488736,-2.62998876050835,-3.32192809488736,-2.55190902315386,1.14489376802953,0.400364988601233,1.14646696444018,2.91802057465086,3.87954932768789,2.7904592731173,0.958737181852385,0.212593176532657,-0.498714141429851,1.33058095409957,-3.01667987706812,2.36187350469319,2.43227630043911,1.32865976574144
"MYC",3.49614907756807,7.3144498322136,7.51327090296812,7.18733819842119,7.33295475018502,6.77562296831213,6.3182285339103,6.29827609183772,6.33524847772885,5.89309743285288,6.00164048614976,6.84962957236703,7.69101039410222,7.41800279754444,4.90092801984106,6.05002270548878,1.82825682063298,5.58245920719261,6.09114126238039
"TFAP2A",3.38308312312076,6.79581048583795,6.47183996790637,4.58729937818811,6.43856972279951,6.10635738540374,5.55062669245177,7.12209790086514,4.4150013526772,6.81551578345951,4.98130396182921,5.02683264401859,5.75964431148759,4.94363881267137,4.81135329415926,5.80762187349184,4.51891890288792,5.41201987406683,4.90976327037147
"LOXL4",6.67484119084041,-2.96882161331071,-3.32192809488736,-3.04210641461567,-2.77853257147671,-2.77350746137647,9.55088458203998,-3.09102601727702,-2.38176357952834,-2.81582193932903,8.56834452388432,9.92656656732438,-2.57672621060782,-1.57946261434269,5.08040431270471,0.216057172407294,9.42561980616668,-0.032278553543349,3.82300898049561
"LARP1B",3.70042789126893,3.27451116373816,3.51437026935494,3.29458500016486,3.70680657610686,3.0974903066487,2.65816652654208,2.67966392087127,3.11662734208637,3.14070557858317,3.39908111351166,3.37109888822346,3.15753119751745,3.80599142964289,3.60355493922073,3.23923900633274,3.40114350053915,2.99822686041448,4.98060449432733
"SEPT11",6.42598512459483,6.12883099073162,6.87776405470762,6.43001279803788,6.26954513299838,6.04535263962691,6.85529821801991,6.75087940832883,6.9639302796291,5.80421054500531,7.09446289494399,6.60155740104835,4.93348383490643,7.00533477544844,6.4621183854682,4.54940520091688,6.53342460852732,6.04358068741952,6.33273708572006
