"","Hs_A375","Hs_FemxI","Hs_FemxV","Hs_LOX","Hs_MeWo","Hs_Skmel28","Hs_WM115","Hs_WM1341","Hs_WM1366","Hs_WM1382","Hs_WM239","Hs_WM266","Hs_WM35","Hs_WM45.1","Hs_WM793","Hs_WM852","Hs_WM9","Hs_WM983","Mm_G007LK_vs_DMSO","Mm_WNT_G007LK_vs_WNT"
"VIM",0.182299694144393,-0.162821359972384,-0.0833230361133343,0.0362873834251057,-0.123430001166623,-0.325240764242001,-0.11069186383584,-0.17298346133071,0.0606845077661211,-0.188947945415358,-0.0656292234999663,0.0594930283862013,-0.166834121803688,-0.101002774714706,-0.0750801484559448,-0.0850090515374518,0.00569012891759727,-0.481917857019665,-0.0456707353605401,-0.132048296762952
"RPL18",0.204491681740738,-0.0390785729476758,0.0557024151775213,0.00614937793298004,-0.0683590382109246,-0.303990731173069,-0.0180652054750852,0.0480459299617435,0.0105639672008295,0.0145034676019891,-0.149916415810139,0.236483845859065,-0.161226380478188,0.00576457283377708,-0.009580042403941,0.00584703342197074,-0.142935525775123,-0.142788134265435,-0.0507776027534723,0.0372397779214447
"YBX1",0.143015374939613,-0.00496000554256492,0.0234637300873831,0.0544479330307562,0.0285658414005426,-0.100455214591429,0.00218810150325047,0.136535042755403,-0.0239452216303522,-0.00556511658548483,0.0265359645825828,0.112768815956969,-0.000682340729955418,0.0251122171074258,-0.0342485528408329,-0.106099572495056,0.0936679732821882,-0.0325753344389519,-0.0877262522675314,-0.0494437738489048
"PKM",-0.18422419391434,0.0922523941418886,0.0663428047847745,0.203031621909416,0.226585530521164,0.23591186945744,-0.0197929199623834,0.0602850460032632,0.16027450202845,-0.00672860464944788,0.0314496325968348,-0.160630115148369,-0.0191638439755419,0.0362061353956342,-0.143594506407936,-0.173646363823475,0.00858767194253099,-0.122496954355244,0.155960578927362,0.0480159087430107
"ENO1",0.0639501196900491,0.0519329610277201,0.0701866605778916,0.107164060465997,0.104492156266651,-0.140260578456254,-0.043422791982104,0.0543658615314828,0.0430822159989032,-0.0317794924892334,0.0732504006207877,0.0256677992293692,-0.065638928201814,-0.00188510529630932,-0.144303083504435,-0.180388993802105,-0.0136056705788026,-0.105160809070143,-0.135342085537393,-0.254139499584604
"SLC25A3",0.258730590776432,-0.0173033492500565,0.0214728682426292,0.0265613558049665,0.0369325839031101,-0.408442903429159,-0.00118390967785132,0.0401462353737046,0.0548469975820845,0.119786694951056,0.0221063286219345,0.117323715843807,0.00107028185503018,-0.0113879975163378,0.0164380557094205,-0.0262095383208046,0.0646483116609456,-0.123924861696809,-0.047304705797409,0.0047415295545702
"ACTB",-0.186010649691946,-0.132975677970959,0.00597921356203957,0.183417235594965,0.157378445533043,-0.290095435633648,-0.120878183270465,0.11328582798387,-0.0544045386697607,-0.142568440631237,-0.152577651188305,0.109092198956714,-0.247995207614793,-0.0650475612918356,-0.588998049863914,-0.215710791177542,-0.184455936274101,-0.27834436925169,-0.103920140575686,-0.155857696486005
"HSP90AA1",-0.0468455109770421,-0.0707406397532062,0.0528425007899345,0.108266633358993,-0.110371754976629,-0.00981450325455412,-0.0893658388343521,0.0657074083976787,-0.0728816208908583,-0.0558263430724303,0.203485210082263,-0.05548839033589,-0.0325670504846092,-0.0566899914503325,-0.21893588333464,-0.0922124225766301,0.0522408463588253,-0.114629437123011,-0.0697679250154919,-0.0806216422151298
"RPS5",0.232903889996466,0.0198621044548151,0.0604084392926588,-0.0290996595336202,0.41904101954927,-0.267091633849333,0.0181875720148869,0.0359856846931098,0.0862869610269517,0.0529705747453162,-0.0985727712675744,0.145231008521556,-0.140922926908939,-0.0127883679418902,-0.0209163913344209,0.000538228220320662,-0.10203878685814,-0.0829595529302384,-0.0931354161617717,0.0623249698727526
"FTL",0.3267925168235,0.0748019056739368,0.0506352328252132,0.112030374355573,-0.00856694363401227,-0.192899499012039,0.164142785107551,0.122515586067063,0.167496749218598,0.0156835440345547,-0.000706807346058779,0.285195725600824,-0.081437664473892,0.00337769613194685,0.133468726464483,0.128689418273232,0.151294348269656,0.188431641027012,0.452633339482037,0.374724117292384
"GNAS",0.366881528677522,0.0482109947754764,-0.061988793389426,0.11189251776886,0.0383506790800477,0.101155710738873,0.00197748318711983,0.137639182310693,-0.0104794973326127,0.00809221826326048,-0.0690805239224789,0.168093647868625,-0.179746216807725,0.017179955739347,0.0256993540317423,0.025292588261846,-0.0363365956128335,0.130025088617333,0.110185574536655,0.062406608339554
"RPL6",0.213294825892825,0.0557215508804466,0.109605302757411,-0.00541333243045526,-0.0672143853577827,-0.0875042518281079,0.0485780066893025,0.09210141815163,0.0037316779635424,-0.00959488603996683,-0.136705286814546,0.151661968877791,-0.180843636747948,0.0633220925096283,-0.0350633961528222,-0.00460038857545564,0.112751321722768,-0.251560429105991,-0.0981214691632694,0.0129793920390438
"MYL6",0.315935328947324,0.00627296962716081,0.247870294919848,0.258909850415525,0.187848605376365,-0.432134503998257,-0.022301802349459,0.0615620938408192,0.177293068184925,-0.101030401094123,-0.205024350147423,0.166948191780537,-0.085596995973967,0.121629410468139,-0.289050922427806,-0.0477810215950821,0.0655193314516035,-0.261732124650431,0.0273282389738029,0.136992642285138
"RPS18",0.262446753442194,0.0443738076052767,0.0820289136205659,0.035745837321863,0.484710185120669,-0.197186463648665,0.071474669080822,0.0935174333378946,0.314215102113712,0.114207234681302,-0.0663109875824992,0.200134866422075,-0.0293669413560545,0.0171429508203884,-0.0644931236423296,-0.0391061593734974,0.0228119934060386,-0.0322097101089304,-0.0520424008525706,0.113151428799477
"HSP90AB1",0.0199610342279749,-0.0124542881259582,-0.0279818924104181,0.00342055695773568,-0.00499213916918084,-0.0842369873591024,-0.010660824169493,0.05738482253675,0.0233238802613535,0.067358448452384,0.153224872665069,-0.107450329257848,-0.0437014141534832,-0.0701050788390686,-0.0673215461443972,-0.0959572678502238,-0.0755918806716973,-0.0479559798135285,-0.0755029704233388,-0.074633462872588
"LGALS1",0.214132416883964,-0.0316471950800979,0.205599449395254,0.119667576044868,0.116681228906484,-0.376451420690833,-0.149498170619031,-0.166783416804049,0.252784357960164,-0.184487180253607,-0.208145219444795,0.238835876838547,-0.260887777525577,-0.0306999527157553,-0.204465178660172,-0.149436819228056,-0.119886918259103,-0.334330698627409,-0.046681714242919,0.0243231615299673
"RPL3",0.231351655832367,0.0890239391873144,0.101759230021387,-0.0208564219757805,-0.0341825787306687,-0.152109963703037,0.0288887118891785,-0.0202726139591637,-0.0890002028564217,0.0071734962102395,-0.0799333539759997,0.062680841496447,-0.0562129760903775,-0.0118070326961353,-0.0216280679161721,-0.00462625094078088,0.0211034249816425,-0.0381552812406771,-0.0808370299552228,0.0891159311143796
"PSMA7",0.111501832509687,0.118719665862491,0.128106620041473,0.0476870696901532,0.191733717192743,-0.106858418488081,0.0137990180091918,0.158234633239995,0.0488120184343334,-0.0085303577901831,0.0464253331362042,0.113278138882127,-0.0814090425147061,-0.00190454105803033,-0.101229547601288,-0.107935612776758,-0.0172410049093084,-0.10094507173106,-0.0655955579826256,0.124090124505643
"PGK1",0.0450635578368409,-0.028120217216356,0.00999325182009068,0.0312867736626473,0.244280831647603,-0.103442701477835,-0.0730809122857603,0.00848568135456543,0.0729221855951668,0.0980898082503765,0.12177316965823,-0.131570168487823,-0.0555499088636132,0.0234276081614674,0.00365341444365568,-0.140514452550666,0.100623121824003,0.0156266034966144,0.0190656586028402,0.215070493398338
"OAZ1",0.00762607008937812,-0.157270149264798,-0.0114246704638154,-0.0823971484764012,-0.348498686193769,-0.406711818073022,-0.0904736852217652,-0.112425534453591,-0.137829274253434,-0.0662426064752224,-0.145936850412631,-0.0513984605365317,-0.211606877941804,-0.12090138306756,-0.199309159050956,-0.184517402410855,-0.243734110039996,-0.144489862900472,-0.0578496830752202,0.0864135824784128
"RPS19",0.161594631883081,-0.0852085478464642,0.0663560650459193,-0.0523336709626171,-0.099548100978679,-0.436472342958688,-0.0346731438095976,-0.111402485526662,0.0906612460864814,0.0211324193670441,-0.170579394861147,0.100463932397246,-0.160799467733557,-0.0335682264997145,-0.0493243838339899,-0.0440909589668424,-0.136905267064803,-0.237624105236203,-0.0421158076492603,0.138762171988943
"RPL18A",0.141681407396915,-0.0748489832203765,0.146300772349597,-0.00454943998355575,0.0453483692098869,-0.332972537260576,0.0473646210576301,-0.013351514184834,0.0561379572132815,-0.00239799221335652,-0.126344998207282,0.179629780316885,-0.188173518807059,-0.0197040079256549,0.0156277519342445,-0.0480909246833007,-0.156675552261722,-0.165563115664553,-0.045478370666578,0.0227728096684276
"CHCHD2",0.177994412741486,-0.076600953590472,0.0420027235143974,-0.0240699895146119,0.191532334185351,-0.227678876240169,0.0518413947059517,-0.039321489948127,0.0769308687832963,0.117211299041334,0.0916180014165252,-0.0235065264880035,-0.111294620185297,-0.0187481658205656,-0.110935247945584,-0.108526589966022,-0.126854570237014,-0.0544575354228335,-0.0438623475984006,0.167530009815459
"RPL19",0.268581588041317,0.0834674635452797,0.121816371612453,0.0657017445352981,0.00421187569483877,-0.20113352384292,0.0379781449275235,0.127178278701224,-0.0094815505402494,0.0148404578603154,-0.0707626712616286,0.114314357908559,-0.120684777923144,0.0392320935558101,-0.0042194997155151,-0.0365273963415542,0.0240190590306226,-0.0629590003661165,-0.00722596657784439,0.113573718053075
"PFN1",0.0293455800566129,-0.122021077880828,-0.00701840295703959,0.118045836928168,0.00457583901032739,-0.186458702921469,0.0354327480720968,0.0158798393194726,-0.0767083477560871,0.0128085524531888,-0.281687124436957,0.239494251176079,-0.381854359819528,0.0276040927380782,-0.29017498576635,-0.238150347270447,-0.196699782490689,-0.37415771480033,-0.0584285664468649,-0.0111104239259699
"RPL34",0.338998729171121,0.108480963599227,0.147403884110382,0.0439332063780623,-0.107954861313285,-0.312256723243918,0.0607848488663876,0.0981887293610443,0.155400111946187,-0.0089052623657904,0.00445581979719467,0.217063057168077,-0.0445798348734727,0.0112065930694318,0.0450586199467928,0.0174097168378939,0.0572870546682654,-0.157991494543167,-0.0846184211384534,0.166257832381338
"HSPA8",-0.209751712322847,-0.124472589036484,0.0658438308971589,0.140260506712984,0.303860128923326,0.146892388303886,-0.0381204162310584,0.171512316773534,0.215415424671857,-0.102372685252296,0.159604728515526,0.0878271499516089,-0.0308938173386656,0.0720011519760887,-0.181171965506258,-0.0662754107900669,-0.19000638568579,-0.0385191060206941,0.099507748381064,0.179653699300601
"RPS13",0.258235862497146,0.0540967619646909,0.127028346488199,0.0590470323176374,0.0442733956442308,-0.250003388584186,0.0180182493442486,0.000586488629921768,0.113859367257336,0.0097986234054028,0.0267899587927014,0.152800598059964,-0.0119545983036308,0.00951422532883419,0.0523708435136221,0.0473839981824616,0.0854925416516964,-0.102921261109647,-0.118584752566974,0.188431004252793
"ATP5F1B",0.320324218694605,0.0158923798718728,0.0231054404771411,0.018719838139081,0.0449330134105979,-0.306818899036215,0.0457238888309247,0.0456774275198188,0.0585844306213757,0.144575630249048,0.128114904694552,0.0494527816437078,0.0944755790315356,0.00851510837125805,0.00557358261529264,-0.0246478524012745,0.104842601510521,0.0500058019562576,-0.0544162984626415,-0.0569671470588307
"TPI1",0.223392448073651,-0.0875246613416401,-0.0716554924188249,0.0379936957213561,0.0527930966773702,-0.311498021721514,-0.00280844332265804,0.113870413852297,0.0285931671991511,0.05658580135591,-0.0361349091753228,0.0358616084226697,-0.152082297913355,-0.0209961200302782,-0.172078644165117,-0.0940532945316368,-0.0163980223244644,-0.000835806878318105,0.112655188475492,0.141643510357111
"COX7A2",0.358928997336335,0.031480223070657,0.194782749895067,-0.0745224016126948,0.0379390682593839,-0.403119830340635,-0.03633738787655,0.0544489646605705,0.259919938524628,0.175048193914711,0.152875672433209,-0.0849139387424459,-0.0542282939495301,-0.00392074721047804,0.184292650735796,0.137686803901399,-0.0369440667754305,0.0487892777684944,0.101953142694763,0.207168860503644
"NCL",0.00679948790701944,0.0288853567541678,0.00326756188679798,0.0334889446157813,-0.157231568504196,-0.00129407240351947,0.00176262271548236,0.0506213991161978,-0.173439580925074,-0.0419306058841581,0.104569015542774,-0.134551725862816,-0.0352555726983504,-0.00602210845586107,-0.0558378229531269,-0.0540701583649942,-0.0330815255639559,0.00582140330133074,-0.268850787073237,-0.331344473293514
"ATP5PB",0.116238844881751,0.0399663862017844,0.0595690362333774,0.0556156725992065,0.290040854452106,-0.166469977914279,0.0111012577523794,0.0668505802652569,0.140243733682636,0.124388756467846,0.0929520297943585,0.0512196842913473,0.00281017930838177,0.0417513362525603,-0.0129126246327805,-0.0393877607299853,0.0428459376052554,0.0434738470038,-0.0590415962413943,0.117984538465007
"HNRNPA2B1",0.0781723418743457,0.036368540480082,0.1305762452817,0.253515173305617,0.0139530074275317,0.00946579614875623,-0.106058658957213,-0.0435691443966263,-0.0780561311666005,-0.079398859969075,0.138088766174143,0.00550172753024842,-0.00487056102213327,-0.0244348398827078,-0.0595779171837546,-0.140666521534176,0.0712910352179515,-0.10148060978094,-0.0277079858513502,0.016822009217032
"TUBA1B",0.10472023839284,-0.0342931301303727,0.00582270137929297,0.110291714525604,0.0791551874574027,-0.186945575054335,-0.294641514628991,-0.117424253962501,-0.0733685575713826,-0.0714366559940401,0.0592032379412282,-0.034483302612515,-0.240825321771402,-0.00388929018135045,-0.333200697036252,-0.156625212268226,-0.0213529381856052,-0.124452041898335,-0.182164062749819,-0.0686648606123227
"RPL23",0.332561176784496,0.0358970749080327,0.121749154105988,0.0277375365053227,-0.0550782035963436,-0.258591685800502,0.00332471905658893,0.03666519370737,-0.00184826729974742,0.0660774903325412,0.0785874031213127,0.11381068125738,-0.033394992969828,0.0819765254627755,0.027037260597062,0.12319971877555,-0.0483841616631226,-0.0974104782990433,0.00919768227362703,-0.0165486905162859
"CAPNS1",0.213448958720866,-0.0644580962796502,-0.0563598101258555,0.16793254042916,0.0283897262648046,-0.278090873694707,0.0234999487993045,0.0747334201003648,0.168026181442363,0.0250085746053605,-0.0583339774638953,0.120176106270766,-0.134405782950012,-0.0513237579524986,-0.310308008430512,0.00206957868424892,-0.0739018036705652,-0.12701570297674,0.0178882326894616,-0.0584020240205282
"COX6B1",0.304560188643368,-0.0097699087036734,0.0454471062500066,0.0349185837036826,0.111176851582776,-0.425128026373166,0.0447400983462276,0.0725041089317936,0.177906265523911,0.113268423334831,0.0286811327379872,0.171454363457567,-0.0504144796520081,-0.0299582338460847,-0.197971815572647,0.0875606675136072,-0.00329088386178937,-0.0537864702674148,-0.00835960258721744,0.20303985177748
"CANX",-0.352967644972563,-0.0774978587754438,-0.174221844761362,0.106664795135029,0.34913114493991,0.212593803091874,-0.164611046861402,0.143874929213281,0.0057405371524327,0.0842101865450183,0.0874883045660188,-0.309154247003964,0.0307120679460974,0.0526493770472963,-0.0392708379312515,0.0124584869337593,-0.157430544388018,0.196523825709491,-0.0184977066437151,-0.209794190527662
"COX7C",0.293143768930979,0.0350080655900586,0.10914751570705,-0.0294562131785078,0.111738166197237,-0.320366622814074,0.100350615226709,0.0783708684077523,0.172914532518005,0.200495594143589,0.152083528426794,0.0340005049173257,0.0345276663294562,-0.057967754988937,0.141541447390569,0.0585451730624846,0.0990368012220781,0.0166444370421911,0.00416289896144616,0.201577250425446
