"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO","Mm_WNT"
"NQO1",9.93711842373631,9.33134250630509,8.66076861038696,7.25372924178057,8.67694877595622,10.769424301128,10.8791569462067,11.9337375023172,8.07041618544953,8.13547996992293,11.7248417360927,10.6296451636341,10.0209101249353,8.35314145175921,11.0083186414646,10.2101809271378,9.63769493371815,10.1090475022072,2.76189538049702,2.38964807417205
"RPS17",10.8700346772774,10.8864120319471,10.2637331112212,10.6263103791921,10.3416367796373,10.578826560022,9.6697367976939,10.164905406186,10.3305473854765,10.2639504160714,9.32398846926279,9.99316136142978,10.6530765748596,9.83643398259773,9.74313584798768,10.552887474521,9.97037997576057,10.3754972854361,4.3165786523418,4.98711312797049
"SNN",2.30946001046069,3.95844955298717,4.16662048903212,3.06431405736939,3.56665436330456,3.7614440285064,4.17559044219687,3.13616466963002,1.06700967276117,3.32101284687187,4.03246706354798,4.13237044868788,3.15636483724638,3.62322588266817,3.68915439012266,2.6806472038723,2.82022396246264,3.0359231402449,3.31980229265244,3.34208517183436
"FAM174B",1.16177408740557,2.52764365005629,5.56285377329479,-0.702471911189787,0.547643476759949,4.36135519611733,3.92521940265842,2.49485782329444,-0.620683399790095,5.71927350520056,4.62193828295832,1.91330413636419,5.14533141240217,2.54664627274756,1.94230886839823,0.222457992713644,-0.698574939797246,2.91046752153646,4.84277309370099,6.05264188668405
"IFITM1",1.87189283151587,-3.32192809488736,-3.32192809488736,-1.7691756163854,-3.32192809488736,-2.06770897436062,0.475504653705862,-2.41495002339186,5.2293919979216,-2.62331088908529,-3.32192809488736,2.81931467971752,0.545023572068873,1.78022143936627,0.270588205715039,7.79613388673531,4.62042221126385,2.29973543330548,7.10741562412926,7.18442252389659
"SLC35F1",1.7881981854414,2.62880380053135,1.5901986853273,-2.56468032403375,1.73938486025513,-0.285346604186362,2.95674896133182,1.09933402827909,-2.60844943798106,3.55071396698695,-2.13617597305724,4.1152295373472,-3.101136619753,-2.43493841547275,3.35630225033497,-3.32192809488736,3.14172108816188,0.321934141958764,3.4574108746706,2.34474734387258
"TECPR1",4.04852819078039,4.8878784786304,5.43270202067029,4.13584087012948,3.99115774368851,4.67203949986392,4.52836836258476,5.5831931286073,3.15950285745691,4.71496067926391,5.14344841060785,5.22439813285511,4.99034631212072,5.64789032193651,5.49396942636079,3.90448397364662,3.87641150070082,4.12163899872487,6.45652274809567,6.30748886407382
"VGLL3",0.948579194791277,-1.57048778417844,-0.837244273121103,4.35802584029192,-0.810962142785958,-0.924640824842685,-1.05531632978925,-0.2049381754487,3.12844427362033,1.76606968102883,-0.535748809462828,-0.80492633966698,-1.31170191371359,-0.875779303253225,2.01426840324786,2.16461816520143,0.141918964441056,1.49688531605527,5.82234110746873,4.81433034780184
"CPEB1",1.1370560162247,4.82678259077618,4.93785127315961,2.47304481942487,4.74842037436709,4.47334301650657,4.24540614917941,1.0342033259712,2.94009669169056,4.17111194583972,4.51072416892948,3.72767465511951,4.37590671282244,3.79365765716434,2.61884882820867,-2.01382216394297,1.75000890963643,2.88194871590496,4.3165786523418,4.98711312797049
"SRXN1",5.45132543208907,4.86339129617029,5.11024712886294,6.01233171010546,5.19696050906832,6.21848873660015,5.97057194091817,5.88897939897831,4.46982661947174,5.28093433284778,5.99174126109377,5.13523614904856,5.74930099753835,5.1686229175135,6.20376580473259,5.82313983671182,4.80536272355374,6.22035839139971,5.60297781540981,5.71810277928543
"NUDT18",1.13932067491526,1.51217033687349,1.68420784665151,2.4864216762858,3.13576359673528,3.04823419915759,3.62249308765301,2.61845958884229,1.09166902134887,2.0456769003541,2.98647775930052,2.60598051555638,2.73453078442033,3.29655129681391,3.83447878127482,2.50456033958015,2.39878180957968,2.63663158810352,2.71802911103073,3.10720165672991
