"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO","Mm_WNT"
"GAR1",5.87001718616018,5.14699780284037,5.25571653918909,5.19557704542975,4.68486240609522,5.02045970590995,4.60511358401395,5.03238046900774,5.98785220631052,4.67631780016135,5.029298838627,4.52067543577881,4.67875885177936,4.66525004614557,4.66274150526012,4.53437339163418,5.4209972191471,5.18856797399861,7.46116492089759,7.31548985172642
"CCND1",7.13503285632518,8.04841901177961,7.87428266093686,6.73175477574233,5.72174201198006,8.46365927826068,8.02510034961664,8.05361372422898,6.99687312862255,9.31112936150836,8.81273073674696,8.56125057888036,6.92588858697014,6.99443009560501,9.74742991049129,7.33116294983229,7.6923999395923,6.27517876760373,7.61617468971238,7.56423866073988
"SPSB2",4.03191543567198,3.29545652041208,3.03650104931892,4.89572975638977,2.29194055165973,3.02052446377525,3.42612531037988,4.01707791288604,4.55700799793717,2.68582092045179,3.03536085991835,2.67739217960336,3.09860947697137,3.34339122617161,3.68558471738164,3.34932816747457,4.7118666905613,2.74538176387768,4.04116640476359,4.46944338270833
"ENPP5",-2.42245625973553,0.135078145965006,1.32425954249484,-3.32192809488736,0.704215445930741,2.22196167265641,-3.32192809488736,-0.321389401015689,-2.34561866061079,1.70336141342374,-1.84796646674782,-3.32192809488736,0.553437305661412,3.32702085152568,-3.32192809488736,-3.10628622108511,-2.59189073062858,-1.30669913051889,3.99768710876179,4.31923466161142
"HBEGF",2.23118109805066,1.18136322063252,0.831883197699037,2.42132972362494,1.48030417941754,2.96231051461671,2.84249118305459,0.202640256944875,7.28383035228295,3.35436233437618,2.48302843384186,1.86466465596557,2.31321414378916,-0.0874331321180358,2.35421992651406,1.28737796108793,2.51437543151973,4.27891513538566,3.46887450527418,3.23202430688116
"KCNJ13",-3.32192809488736,-1.93349470540512,-0.902357547977941,-1.51553324949665,-0.698723684809292,0.188772218001952,0.667684657122193,-2.43337279676466,-3.32192809488736,0.237578275538939,-2.45172473003184,-0.939962806475104,1.02670245056038,-0.506714835131532,-3.32192809488736,-3.32192809488736,-3.19835231972727,-1.847026372981,-0.574699114157231,1.49340320650254
"RND3",5.35402791163625,4.93959200354246,4.89194173507991,5.91301264943666,5.44014502083896,5.99677589954062,7.26011054601187,6.35227337195832,6.84471005935235,6.02135423448778,6.04132148888858,7.12241902885937,4.31329538134356,4.81662131164967,8.12239223080775,7.05418027337561,5.89920721706464,6.33670474019369,2.92452853129499,3.10387298079748
"ERRFI1",6.79430235874528,1.91458235407634,2.08100639687299,7.04875396621608,2.78778705773007,3.69539083017491,3.73237040641159,2.77324872691266,8.47471303853737,2.5117395995151,4.21760275085304,3.84818272888683,4.46719849412662,3.18987237388294,5.87526242035396,7.84837796274964,5.80145863354817,4.13407922806355,5.44005217844973,5.4356652186224
"SRM",7.67655364328084,7.06722611215771,7.25504824282089,6.23233381019748,7.9959922934428,8.63064430231012,7.2991935891739,6.75130208710394,7.46367920716684,7.19078781396817,7.21855946257153,7.46065459838882,6.99434958134971,7.24428421468407,7.10130091283321,6.48911698496026,7.32078515833074,7.69791610468232,7.83118615595898,7.86286776588218
"IVNS1ABP",5.58810738411604,8.17115454837216,8.490044587548,5.65845811353172,6.82120883619728,7.20674417074277,6.75002117377727,8.81217209713816,5.50025543688365,6.08306663850369,7.10865903142639,7.19351695747723,8.44395031964146,8.67560662651569,5.69020585123477,5.05468806108428,6.46113539676899,6.29502496770035,6.73153810829351,6.45013923394056
"PIK3R3",2.21207543956048,5.00644253055879,5.11080132854014,2.03837999317407,2.15207374151237,6.45776540335703,2.56173534713138,3.90863068555213,0.56504569756298,3.65488927747545,5.13606180813131,4.09955016379148,3.77238046341452,6.93820204085916,2.42337649526129,3.80978769886214,1.90739537882351,3.6614870303588,5.24271544377478,5.24685792477415
"TNFAIP3",2.08006029969827,4.22430716735597,4.33065075814364,3.51303044870723,2.85306852531319,3.96959699412289,3.2851533560545,4.09826409148307,2.58561500138178,1.34864663829504,0.737699824294352,2.19416592855511,4.12519215396701,2.80338075516748,4.22449371077041,4.53571564527283,3.51789094712716,4.11276727823741,2.39941780943644,2.43989652251984
"VAMP8",5.31542512150073,-0.284649126480351,-1.23844211734073,-0.793420015251512,-0.812664805223562,6.56584923622055,-0.0115615514654763,-0.608093232655658,-1.57122235079825,-0.0380531801428159,-0.611139371054123,3.34830604809155,4.75169631194171,1.00077124815343,-1.29261482612581,-0.0858834057260931,5.09691188887888,-0.650615913282552,6.06553916407458,6.29211914464753
"MAPK8IP1",3.00703414484739,2.65376044436463,3.01396253609214,3.23305762718772,2.70229216290555,1.9246414252167,3.04792045266964,0.810866771556191,2.1662853688789,2.84324669170619,1.62822113245168,2.47324922955617,2.7046733412924,2.04694995805411,3.71704236488829,2.32916966182775,1.74929647685522,0.372878845587303,5.66210765107937,6.02209444551836
"CITED1",0.779672547642653,4.38639973881651,3.37779296488133,0.0607370368665544,5.65702198370589,4.60275671068033,4.47054367865037,3.53075095706787,-0.877136238261037,7.45074444274576,3.51063808132411,5.4292626395825,5.00275595882006,6.32064647969485,1.62176742204299,-0.733809693452825,5.10822901088396,4.42203363970002,5.48098791460871,5.59004655068912
"TUBA4A",-0.211710141300821,-2.67852953999799,-0.904093856203863,1.93882350814755,2.77733641089207,0.652583465374701,-0.297867740244071,-1.77522240813112,7.05589614405526,1.55637561019513,0.629849749344906,2.20656615034759,-1.89735792331673,0.112756652901732,0.26596022302807,4.32549087854038,4.35225277889512,2.91767683427834,5.67425607194572,6.22462657600338
"AJUBA",5.16440392914727,2.35886281223951,2.71654385084381,4.23738799436055,1.61722193643468,1.43327453912675,2.90073054835264,2.55216662995959,7.02141492304684,2.36915421281974,2.24250693464148,2.38011770718989,1.99947238401736,2.43490492398495,5.17864069123766,3.54211957642129,3.75983838691835,3.71668662453357,4.65811297053172,4.43092073632292
"TOMM40",7.16036755669877,6.97961341367529,6.66287249387491,5.60733823358153,7.38004625879184,7.09286431340367,6.2298076149249,6.09320816326958,7.12810912970531,6.41471196019519,6.17619558747466,6.17628645665595,6.73240913970462,6.43176782844516,6.50769965338027,6.20756403878559,6.07042139510008,6.88658663285166,7.14039859480917,7.15152644555615
"DUSP9",3.06125123000503,2.96513501759615,2.60145283136631,-3.32192809488736,3.687293342113,2.51246966334899,3.60754201047655,1.99486765706206,-1.76015486617289,0.941704210752602,0.678859148483796,1.95060367216354,3.52541806275815,3.81155322099073,-0.063161429568371,-2.10529042030174,4.48638466586033,1.40271439324366,3.23797478556082,3.10175680456267
"ZNF428",5.03922566062709,5.15915290096075,5.3666307184874,5.23070704495394,5.47250946216041,6.12166190325878,4.95665154842398,4.53462748070596,5.37671756075835,5.09160840886444,5.23353549384191,5.87181088616862,5.21047205368927,4.35960182205397,5.72058618893186,4.94627250978782,5.37021285133001,4.95314270962895,4.87357580820705,4.51402286903324
"LGALS3",5.1580872346413,10.4952680268922,9.67240350689351,2.58926422314475,9.35626119799056,10.6563995863313,10.1225233811786,11.9017237442636,4.86965023252747,9.48981248834885,8.55395319069132,10.757381647025,10.3417866292269,10.228363433106,5.89373955055617,6.79897529166909,6.56601453058138,8.02079710391873,7.91636625825719,7.98538444759046
"DCLK1",0.293183956401271,2.78949866032682,3.52885867231099,-1.61496008716969,2.98877517841688,1.50775003048372,2.79908789082051,3.49713745105359,-0.322984766210227,3.94261395135757,-2.24950433830226,5.00558019718431,-1.04506183426108,-2.53015721728566,-0.720938503529448,-1.45495985573411,-2.0905714175253,-1.96690853844593,3.24247760261016,2.88868090261517
"FST",7.2122127627715,-1.70034029067192,0.722796942307441,1.61529986428888,-2.12290145481833,0.324169813128027,6.56761064117717,3.30564751107584,4.31984654974195,2.92993692662721,-0.274955937737057,3.97081444312452,0.515153776433694,-3.10934148243947,7.52836029975316,1.29721220212771,7.2720050156579,3.11371473693731,2.76639594774335,3.04429380914659
"CYP2J2",-0.421406183918226,-3.32192809488736,-2.62998876050835,-3.32192809488736,-2.55190902315386,1.14489376802953,0.400364988601233,1.14646696444018,2.91802057465086,3.87954932768789,2.7904592731173,0.958737181852385,0.212593176532657,-0.498714141429851,1.33058095409957,-3.01667987706812,2.36187350469319,2.43227630043911,1.32865976574144,1.62782202944153
"MYC",3.49614907756807,7.3144498322136,7.51327090296812,7.18733819842119,7.33295475018502,6.77562296831213,6.3182285339103,6.29827609183772,6.33524847772885,5.89309743285288,6.00164048614976,6.84962957236703,7.69101039410222,7.41800279754444,4.90092801984106,6.05002270548878,1.82825682063298,5.58245920719261,6.09114126238039,5.48311214794429
"IER3",-0.660780677705803,-3.32192809488736,-1.03403757022508,7.26918664159097,-3.32192809488736,-3.32192809488736,-3.32192809488736,-3.32192809488736,-3.32192809488736,-1.71047809550048,-1.29990557191584,-3.32192809488736,0.168711023453852,-0.721446869397324,-3.32192809488736,-3.32192809488736,-3.32192809488736,-3.32192809488736,5.49082596357621,5.71016794135375
"AOX1",0.788389023510296,-1.78939731332978,-0.795495118516945,4.49657561923739,-1.96515248023889,-0.397964242717488,-0.647015394029053,-0.944522450445902,6.27355863398106,-2.45940965607514,-0.192797989195687,-1.8032923598908,-0.760186505705896,-2.33225819582688,2.25957853167132,0.716336661588905,-0.898476000544755,-1.58050782373761,2.67770773726892,3.03600790379348
"LARP1B",3.70042789126893,3.27451116373816,3.51437026935494,3.29458500016486,3.70680657610686,3.0974903066487,2.65816652654208,2.67966392087127,3.11662734208637,3.14070557858317,3.39908111351166,3.37109888822346,3.15753119751745,3.80599142964289,3.60355493922073,3.23923900633274,3.40114350053915,2.99822686041448,4.98060449432733,4.8801809978617
"WARS",7.34636871395774,7.07231693222464,6.57092317706965,7.72231366793638,7.73288913846407,7.24011177346634,8.17694406044349,7.53931113227516,7.30377678780076,8.17410853699802,7.80544003187135,7.3950816530075,9.05357960933187,8.26840233176719,7.28963809780708,8.28954879654108,8.1071514368034,8.79091527865024,6.88289415460925,6.78266888720583
"TPM1",7.84155012400099,5.06224167089883,4.70439585276349,6.36416580438467,6.23381722872882,4.36088571748546,5.83082086203495,6.02090018636465,7.83413310385317,5.33582676067816,5.11965970381149,5.40249024020663,6.32772814616305,3.65517624573368,11.0621668478795,8.50238860975819,8.95855087904516,7.48164412138958,8.98111679771328,8.90263757161633
"OSGIN1",2.69966781698658,4.44848305917348,4.17608934658568,1.76991848011904,4.58487247154188,3.99411859653646,5.41181317536557,4.19486420591431,0.914884893437062,5.25913706843996,5.83489202734529,4.30721976752952,4.05587220037714,4.52272293707382,5.01570777253469,2.83773692059167,2.54270855605908,4.56956729612669,4.12569333346895,3.90409935612156
"TOB1",4.02022569938473,3.9123238148836,4.09229790942685,4.10364093630937,4.13439160894753,4.21705819606749,4.96257087156223,3.54312407853354,3.33286682460416,3.66854411691022,3.92229071823501,4.23780982429226,4.70936917166345,3.34212038666244,3.71617602437457,3.87919897303156,3.97386490357107,3.38720514365875,4.51951619755425,4.5016715308153
"PGD",7.61020784382804,7.05548620992202,7.2846386370982,7.17027003785617,8.02326562072611,7.45823194059151,6.60658495038709,7.26690415875908,7.46367318487918,7.95276233574607,7.73202061427871,7.44778011430824,7.62917331367799,7.16549667448956,7.02071348153632,8.00092558079851,7.00790222999426,7.48575122502116,7.3296049878854,7.43095101983576
"CYR61",5.77517075053315,2.25468538266659,-1.31308906332087,8.76294210426092,1.78379533682246,1.22598668414894,-0.00393959754245294,3.13854504128766,9.53246443024121,3.64408262412874,0.360139233384334,-0.125435358370498,-0.554623760376268,-3.32192809488736,7.01226635461926,5.85551408695946,3.95538187992385,5.62697292716355,5.31231592039121,5.44685106622434
"BOC",1.72534862341431,3.50042629830215,3.52854184645081,2.63463648914645,-2.53390718340147,3.39853032969189,3.57389591139076,4.46884462445929,2.26933168893617,2.88596375871739,1.28467485582856,3.04061019369447,2.12959092710191,0.888052924174834,3.03140903479437,3.16264408119373,-0.669634766272909,-0.801761125813531,3.1170445166559,2.37132626240465
"LYAR",6.46557288874094,5.50218761521974,5.431655652407,4.6670456246218,4.65773012108282,4.81457102835862,4.49706542317446,4.79068511651046,6.44841949787371,4.29127198694128,4.87848184252891,4.66689417276887,5.21116097368099,4.79500616675019,4.48576080623982,4.24200449896988,5.22477595582814,5.20417552363999,6.97752747970105,7.13370320257116
"PNRC1",3.47610814604027,3.49280860368419,3.80872581597939,5.36959959305578,4.2001096951679,4.93581211262483,5.13549790067176,4.49615060408558,4.4064817399461,4.80533386500771,3.78645132378412,5.49449828178018,5.03152459432662,4.90883785602991,4.75169671723368,6.71196914498262,5.10594497543969,3.88628394164931,4.40197252639583,4.22526895588477
"DENND2A",2.85001807944639,-0.891140687101389,-1.22380622474038,-2.63164908928451,-2.08575440523566,-2.93012807471019,-0.186882019049496,-2.23472103165894,3.81153979957748,1.67849036186606,-2.06351579047979,1.63470398219107,-2.37062550109217,-2.72452605727619,5.60112027254029,1.06800350247895,2.87572707616472,-1.18350653804707,3.59776481320221,4.10873890575255
"GSN",7.24166092010806,9.26885552581793,9.38482017829632,4.96672531091518,8.06520373822564,9.11532266265894,8.94324451947001,8.86094374993707,4.94744151383505,8.29434179316281,8.99331621736148,9.68215429410052,8.75316181970086,8.58800199895868,7.98246732547267,5.96842999827311,8.10096985655718,7.59975096409464,6.7667507909813,6.78925213239475
"TMEM171",2.78096675000068,-3.32192809488736,-3.32192809488736,-1.38767696855847,2.62891120805423,-1.13397211165302,4.77449006090226,2.88702987010661,2.14271478470991,5.58421086670396,2.01472191561717,3.90047143351067,2.48824421619943,0.0752990243711472,5.76232638605055,3.33505285169949,5.21146617620744,4.0483826406038,3.96917147357775,4.09392449834875
"CLDN12",4.43800744420582,5.70743355113932,6.30959165531208,6.28452808944112,5.1946077022541,4.95701739698951,5.24301665222009,5.6861182103486,4.81677842031663,4.54073988319669,5.59089095938087,4.94655469456931,5.86564651384672,5.80102523001114,5.1022398242743,4.71604876896908,5.00757549451193,5.01640054027943,5.71867699576346,5.66159550667444
"SQSTM1",8.20632986974652,7.84970289745681,7.5948544639333,7.98732659009986,7.83546916505654,9.67270634531497,9.12200957358338,8.53459135089656,8.62251118857993,9.67566583840125,9.6104095035917,8.33781646230547,9.15353547328776,8.08855510154683,8.57902844795155,10.1456586923976,7.62400207082399,8.70728441647008,8.99474526675414,9.05216860485365
"WDR43",6.71867118903728,6.21654726048779,6.69362657152251,6.34483056424301,5.67259265074254,6.15562253266336,6.12317543808886,6.6019586049362,6.9403820169627,6.38101599836724,6.40961918452232,6.15053830142014,7.09635107552715,5.81437096239711,5.69223075204928,5.58857621762687,5.90819045975116,5.64736304672482,6.18097614731491,6.15039817419581
"ORC5",4.7927632924543,5.59433545623397,5.54656584493813,4.25632823923453,4.88216338057028,5.07814533704222,5.48821859313553,5.44447152487526,3.43906165776987,4.66522035448698,5.37210526356735,5.21361805973042,5.52676823944588,5.22801824153988,5.28289919666488,4.32741927562968,4.54328087924506,4.13984119463327,4.91073616224427,4.78840619124204
"TP53INP1",-0.0120130497668275,1.02177062203466,2.18263537978573,3.42031447891689,0.558838217545379,1.69426299721383,2.89767215653723,2.80673138335821,-0.0594910797524326,3.24797933822797,1.75816722305794,2.7533518879112,2.63614617123004,-3.13848289142074,2.57346769756758,2.87517209042114,-3.25803109548044,1.04458051682961,3.26902765382185,3.39825626999961
"ZFYVE1",2.25795136012317,3.40102993982105,3.70665115343427,3.16645413090308,3.44913460571307,3.83480272882415,4.12078041043608,3.49436467082997,2.99513402618334,4.05916178552917,3.47517612228243,4.00096660614576,3.839102837931,3.54294149795509,3.76270773263939,3.4022923033477,3.51125495219309,3.84826436414759,3.46303004062691,3.50623152701404
"PLIN4",1.29952851174343,-2.49150167882164,-2.48762013355769,-2.82448589500748,-2.85195880586343,-2.98899209795708,-1.43657104126734,-2.91623615315939,-2.52561887743424,-2.96238644141972,-2.57606816770855,-0.873045403394614,-2.57076150867272,-2.87926064084268,-2.20794184515065,-0.607213604986195,-2.68066263533355,-2.56013209271872,-0.918346634575236,-1.37336961438559
"WDR81",3.29537520897515,4.49982346157756,4.68576992625675,2.25832047572846,4.8230159194877,1.29434545269892,3.13948871372401,4.63720010406952,2.66731126243044,3.5556553301194,3.49973707022816,3.30909143568895,3.63479517850539,3.90324544874992,2.96190029541534,-0.0502536738289191,2.56248617918362,3.68545233060195,2.41792345847846,2.49448480688242
"GABARAP",8.18953315087841,8.00789008867738,8.09106588077959,8.77506705211137,8.51683143304125,8.63604348415913,8.60180922123921,8.22110022031452,7.99038826026032,9.25406853066615,8.83470035895712,9.05532414341754,7.9977390441938,8.79606440919311,8.74839674728613,8.68748028484957,8.62496233574112,8.23264792066031,7.94446715934732,8.22413833550769
"KIF5B",6.04625010779442,5.67456257310769,5.74234905589675,6.89887644256813,6.61230502803984,5.72011772294506,5.96453189961252,6.43394602018482,6.39241333220421,6.18490998242296,6.32819405348485,6.19046902289617,5.8113427300758,6.14506276604796,6.76107377851688,5.32074472255984,6.71094857215091,6.30714706171021,6.41111613505346,6.20138962641032
"FRMD3",1.51628176714212,-1.95733257263404,1.10094619846819,-1.80068720780139,0.133956999980928,1.6785215028334,1.94561196391588,1.13343475602237,-1.31212042310377,2.11820624594196,2.42814019559314,1.8948273931669,3.4929588461014,1.25198068166805,2.71965372720816,3.64028130794761,2.53805393495627,1.00811024127657,2.11889181428087,1.53641518107949
"RND1",0.396207853242007,-1.86776329357478,-1.92399359807067,-0.982839752671421,-1.14256235697273,-0.0223292280733148,-0.601654834645081,-0.67576457576286,-0.914336353770998,-0.177811547137108,-0.744357991220089,-1.19032162763975,-1.17892221525221,0.308361633428307,-0.145300667998934,0.949779474112993,-0.689329164621998,0.252631858851802,3.08586030033772,3.19055124901119
"GXYLT2",2.71040262353538,3.10186180446598,3.74379792435347,4.38211467951212,1.54181514768213,3.90604340357916,1.59878796936814,2.29262376607774,2.36609209364399,1.51360308678465,2.71942799553285,1.67865328399424,4.69882709198647,4.77807117977859,3.38963084601681,2.85287447808077,4.63929430668951,5.31889847852374,4.82193084619283,4.51135656471993
"HAP1",-2.46188191532062,-3.02903051598809,-2.80608923770291,-3.03688714855228,-2.67251797755173,-2.46613245175511,-1.76649424175202,-2.54974450234497,-2.66821874041601,-2.04830615095684,-2.2179641052076,-2.38447416631952,-2.6189180068102,-2.51874115712957,-2.65833937764972,-0.0480505831726473,-3.03770427602587,-2.44287075753975,4.20925005010691,4.16945427320139
"DPP7",6.66276990036609,8.58466032947819,8.31136920173217,7.26587058257917,8.81542629218138,8.59929971731049,7.81938130391189,8.40897323216669,7.12862046185679,7.07964052721139,7.10647599586952,8.04973692600811,7.4574741950953,7.86982182665803,7.06593880600014,6.39466776370158,7.30503111882287,7.06628759613026,4.97474014876529,5.71589322665862
"LRRC75B",0.429385990279864,2.48188469430234,3.40076776309782,-3.32192809488736,1.20883366313716,-0.438811599583713,0.378552113737665,-1.19860837832085,1.75851929854553,-3.32192809488736,-2.40208240735075,0.663506608344697,1.88319279054536,-3.14021251547716,0.810449247868007,1.30687598348958,0.213210457929253,-0.88954384722111,1.81457698602361,1.35060841264137
"MROH1",2.4618387259827,3.897579302646,4.61188907470273,3.68020383165149,4.2722429419586,3.69407270476417,2.86857398964276,4.69891296817659,2.48519264657315,3.48144994166388,3.02514470427232,3.52169445197675,3.79178660123791,4.24239282734656,3.60317557755817,3.61801634412778,2.69214161110476,4.31161715924743,4.41320461535272,4.49992610108437
