baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TMEM101	1239.81062954064	-1.55841385326454e-08	0.0765011235058797	-2.03711237410097e-07	0.999999837461949	0.999999999882353
TMEM102	93.7038437267388	-1.36201053378874e-07	0.268628895916921	-5.07023091890295e-07	0.999999595454103	0.999999999882353
TMEM104	1804.04775355258	-6.39485935877814e-08	0.173048972859029	-3.69540440091926e-07	0.999999705149388	0.999999999882353
TMEM106A	189.643731807729	-9.25627836668917e-08	0.220167434713641	-4.20419958052755e-07	0.999999664553406	0.999999999882353
TMEM106B	2451.12094353119	-5.0999551592137e-08	0.147848980473747	-3.44943545966438e-07	0.99999972477487	0.999999999882353
TMEM106C	2181.21087140645	-6.800402022254e-08	0.148163267800271	-4.58980294051097e-07	0.99999963378671	0.999999999882353
TMEM107	395.070844802758	-6.07133642264504e-08	0.164206981187816	-3.6973680282818e-07	0.999999704992714	0.999999999882353
TMEM109	3306.96116390642	-1.22152715575657e-08	0.063098442021738	-1.93590699963042e-07	0.999999845536969	0.999999999882353
TMEM11	649.178278756031	-4.25623066119389e-08	0.128419459007005	-3.31431910249811e-07	0.999999735555596	0.999999999882353
TMEM115	1451.06124830399	-1.77154850799716e-08	0.0792685920868992	-2.2348681380074e-07	0.999999821683322	0.999999999882353
TMEM116	272.877060383195	-1.35731319546643e-07	0.251586017165939	-5.39502636416864e-07	0.999999569539176	0.999999999882353
TMEM117	74.0031363696743	-2.48410246644227e-07	0.380620821944228	-6.52644921986496e-07	0.999999479264693	0.999999999882353
TMEM120A	796.26619794591	-7.44795797211812e-08	0.172533672128859	-4.31681415008401e-07	0.999999655568064	0.999999999882353
TMEM120B	1078.28538594012	-2.31520411920502e-08	0.0941641713577095	-2.45868899584966e-07	0.999999803825001	0.999999999882353
TMEM126A	567.869625558378	-4.50816883561052e-08	0.135235315937256	-3.33357363375564e-07	0.999999734019307	0.999999999882353
TMEM126B	904.15810950031	-2.08947185059731e-08	0.0900569893632976	-2.3201662251535e-07	0.999999814877519	0.999999999882353
TMEM127	2056.51072171052	-2.70571988635518e-08	0.10506754552774	-2.57521946740521e-07	0.999999794527215	0.999999999882353
TMEM128	596.714704196365	-5.62617269150551e-08	0.149849094493412	-3.75455901854173e-07	0.999999700429533	0.999999999882353
TMEM129	1388.76504541988	-2.44868754853241e-08	0.0943391535690211	-2.59562170731252e-07	0.999999792899351	0.999999999882353
TMEM131	2944.18498218997	-2.63818429966152e-08	0.103528976495748	-2.54825691217943e-07	0.999999796678515	0.999999999882353
TMEM131L	520.878588513132	-3.36296615734623e-08	0.122846642305691	-2.73753201082846e-07	0.999999781576547	0.999999999882353
TMEM132A	2178.90323528591	-3.1702463851292e-08	0.11012572102075	-2.87875198976618e-07	0.999999770308823	0.999999999882353
TMEM134	275.748403583951	-6.42581850382807e-08	0.169596371998371	-3.78888913018128e-07	0.999999697690386	0.999999999882353
TMEM135	859.750619476343	-5.30712053298198e-08	0.146437671236848	-3.6241497752298e-07	0.999999710834685	0.999999999882353
TMEM136	410.394826035638	-6.8903220840876e-08	0.165122225929386	-4.1728616758317e-07	0.999999667053809	0.999999999882353
TMEM138	1021.06091656392	-3.28183217142534e-08	0.109810899083956	-2.98862152919466e-07	0.999999761542502	0.999999999882353
TMEM140	837.855197437636	-6.17204757002401e-08	0.178251029015904	-3.46255929298075e-07	0.99999972372774	0.999999999882353
TMEM141	705.926386463535	-4.51247448183944e-08	0.13084627911862	-3.44868383895626e-07	0.999999724834841	0.999999999882353
TMEM143	150.974642291559	-1.00292992585091e-07	0.234828042741331	-4.27091208589456e-07	0.999999659230519	0.999999999882353
TMEM144	124.691052312772	-2.20150687711745e-07	0.338514641034627	-6.50343178773251e-07	0.999999481101218	0.999999999882353
TMEM147	1594.28371614841	-4.89140843089735e-08	0.128426388394629	-3.80872536558999e-07	0.999999696107683	0.999999999882353
TMEM14A	650.584263444739	-3.47146773265588e-08	0.120003423466753	-2.89280724863459e-07	0.999999769187376	0.999999999882353
TMEM14C	2795.41433159296	-2.72487408539697e-08	0.0957374502990159	-2.8461945423514e-07	0.999999772906532	0.999999999882353
TMEM150A	208.147282903628	-7.23305377061263e-08	0.192848064606631	-3.7506488775848e-07	0.999999700741517	0.999999999882353
TMEM150A.1	208.147282903628	-7.23305377061263e-08	0.192848064606631	-3.7506488775848e-07	0.999999700741517	0.999999999882353
TMEM156	287.566855978465	-1.01974256767625e-07	0.227415961246369	-4.48404132272634e-07	0.999999642225266	0.999999999882353
TMEM158	1454.12940543051	-9.58631011288695e-08	0.231401589981379	-4.14271574955831e-07	0.999999669459106	0.999999999882353
TMEM159	249.47252944496	-9.99100281921712e-08	0.241070990961736	-4.14442350751482e-07	0.999999669322847	0.999999999882353
TMEM160	311.227283701481	-5.81541779058326e-08	0.161260472863813	-3.60622642815543e-07	0.999999712264761	0.999999999882353
TMEM161A	782.539966877638	-5.80074360052525e-08	0.145206982853662	-3.99481036416214e-07	0.999999681260249	0.999999999882353
TMEM161B	1268.25618781856	-1.89504779041066e-08	0.086233527485505	-2.19757656409127e-07	0.999999824658759	0.999999999882353
TMEM164	1700.65349703262	-3.15821795807745e-08	0.115111249262227	-2.74362234648583e-07	0.999999781090609	0.999999999882353
TMEM165	2358.61311237101	-2.34712183507786e-08	0.091580775466802	-2.56289796970402e-07	0.999999795510328	0.999999999882353
TMEM167B	1220.07713117073	-2.58605057161718e-08	0.101498037097409	-2.54788234883333e-07	0.999999796708401	0.999999999882353
TMEM168	876.088872084394	-3.71637944530838e-08	0.12810317949587	-2.90108290827255e-07	0.999999768527074	0.999999999882353
TMEM17	130.303455765903	-1.74669902086397e-07	0.299153440218851	-5.83880639843601e-07	0.999999534130652	0.999999999882353
TMEM170B	110.519110630353	-1.05842515941124e-07	0.246186496207357	-4.2992819497287e-07	0.999999656966931	0.999999999882353
TMEM173	1050.48671125245	-4.93154750113578e-08	0.137042238000131	-3.59856024908983e-07	0.999999712876434	0.999999999882353
TMEM175	492.279821809474	-4.10806930330966e-08	0.133760704595477	-3.07120788256416e-07	0.999999754953065	0.999999999882353
TMEM177	376.780412210391	-7.6407710361235e-08	0.179728893810908	-4.2512758377973e-07	0.999999660797265	0.999999999882353
TMEM18	702.560313666851	-3.27671952875309e-08	0.112645670201674	-2.90887303780664e-07	0.999999767905511	0.999999999882353
TMEM183A	1906.5168176575	-3.76728244003972e-08	0.112278330595361	-3.35530678098217e-07	0.999999732285252	0.999999999882353
TMEM184A	60.6630476196096	-1.92157707982268e-07	0.33118701091795	-5.8020907115187e-07	0.99999953706014	0.999999999882353
TMEM184B	2734.83988670128	-2.18835458924248e-08	0.0935569416835813	-2.33906169853618e-07	0.999999813369878	0.999999999882353
TMEM184C	1122.0656899191	-3.29349783845551e-08	0.119694479332239	-2.7515870880842e-07	0.999999780455115	0.999999999882353
TMEM185A	422.479213378696	-4.65109771564234e-08	0.149042254072787	-3.12065712141666e-07	0.999999751007586	0.999999999882353
TMEM185B	871.704475810225	-2.26106982015072e-08	0.0972458611611188	-2.32510648078332e-07	0.999999814483344	0.999999999882353
TMEM186	385.184333361598	-4.96076971730215e-08	0.142921971225651	-3.47096368372214e-07	0.999999723057167	0.999999999882353
TMEM189	1664.19874017816	-3.03389557374361e-08	0.104494544339716	-2.90340093151687e-07	0.999999768342122	0.999999999882353
TMEM19	952.073754436095	-3.956077179396e-08	0.12942834698259	-3.05657707266256e-07	0.999999756120434	0.999999999882353
TMEM191C	20.6765178970691	-2.8398578833324e-07	0.565412638817346	-5.02262894100216e-07	0.999999599252191	0.999999999882353
TMEM192	1098.79669579366	-2.51104690291098e-08	0.0997009441304479	-2.51857886082357e-07	0.999999799046481	0.999999999882353
TMEM198	180.907540882315	-6.99058684499504e-08	0.191949354891715	-3.64189129415864e-07	0.999999709419116	0.999999999882353
TMEM198B	591.751010097783	-4.87213131638061e-08	0.143964527484692	-3.38425819297652e-07	0.999999729975264	0.999999999882353
TMEM199	997.414168277229	-3.76819078113505e-08	0.117690778280569	-3.20177233610595e-07	0.999999744535529	0.999999999882353
TMEM201	975.530471814828	-2.28994315814405e-08	0.094268065671172	-2.42918229183983e-07	0.999999806179295	0.999999999882353
TMEM203	1081.20495133199	-2.44320008744047e-08	0.0946702796502005	-2.58074666776935e-07	0.999999794086208	0.999999999882353
TMEM205	1060.55723954605	-2.77959650752953e-08	0.10335870105613	-2.68927190369783e-07	0.999999785427147	0.999999999882353
TMEM206	466.720605886063	-4.68076180144887e-08	0.13893853992812	-3.36894414168342e-07	0.999999731197148	0.999999999882353
TMEM208	894.373054507478	-2.32102308638817e-08	0.0933647089207104	-2.48597474700991e-07	0.999999801647913	0.999999999882353
TMEM209	1418.01166885369	-2.04993820093919e-08	0.0879140545047659	-2.33175254228329e-07	0.999999813953065	0.999999999882353
TMEM214	2682.13722034936	-1.56204037532706e-08	0.0726027518555785	-2.15148921411997e-07	0.999999828335997	0.999999999882353
TMEM216	229.158785678498	-1.35893328784921e-07	0.240818147575377	-5.64298538765171e-07	0.999999549754908	0.999999999882353
TMEM218	443.295543058888	-3.30880928915113e-08	0.118190878019038	-2.79954709247371e-07	0.99999977662846	0.999999999882353
TMEM219	1155.94466907813	-4.33828727298963e-08	0.129005912836031	-3.36285925010559e-07	0.999999731682652	0.999999999882353
TMEM220	37.412739686975	-2.26974241748253e-07	0.416541652112101	-5.44901669730662e-07	0.999999565231371	0.999999999882353
TMEM222	1275.07490898334	-2.00067936511121e-08	0.0867688579980472	-2.30575740106691e-07	0.999999816027177	0.999999999882353
TMEM229B	445.843065153784	-8.81879493017766e-08	0.207308764392558	-4.25394216014837e-07	0.999999660584523	0.999999999882353
TMEM230	4011.99051774677	-1.99297048115298e-08	0.0802426521756709	-2.48367972283602e-07	0.99999980183103	0.999999999882353
TMEM231	591.694074962058	-2.96359705183696e-08	0.109799952878845	-2.69908772648293e-07	0.999999784643957	0.999999999882353
TMEM234	321.230997585736	-5.44674526777749e-08	0.157201097515095	-3.4648264890482e-07	0.999999723546844	0.999999999882353
TMEM237	1129.82065081278	-2.67250830601692e-08	0.101694601053937	-2.62797462040238e-07	0.999999790317962	0.999999999882353
TMEM238	8.57673421323131	-7.53880572264195e-07	1.06507068365876	-7.07822104045194e-07	0.999999435239671	0.999999999882353
TMEM240	44.5349046978949	-1.82592403828134e-07	0.430177834588144	-4.24457954703661e-07	0.999999661331551	0.999999999882353
TMEM241	310.197106914899	-9.41439292188243e-08	0.213168138689829	-4.41641653379583e-07	0.999999647620943	0.999999999882353
TMEM242	638.767273033025	-4.97161049875411e-08	0.149206968413731	-3.33202299571458e-07	0.99999973414303	0.999999999882353
TMEM243	635.682640755747	-6.29777974382095e-08	0.158392705736733	-3.97605414626139e-07	0.999999682756778	0.999999999882353
TMEM245	3016.17511382506	-3.3416677517816e-08	0.114807336847924	-2.9106743902683e-07	0.999999767761784	0.999999999882353
TMEM248	4193.85707539609	-1.09304937815995e-08	0.0609517859844329	-1.79330164080691e-07	0.999999856915231	0.999999999882353
TMEM25	175.736507217008	-9.85930667813955e-08	0.316477099366728	-3.11533020805236e-07	0.999999751432613	0.999999999882353
TMEM251	158.470779510378	-9.57762730843723e-08	0.215688633337545	-4.44048773467287e-07	0.999999645700339	0.999999999882353
TMEM251.1	158.470779510378	-9.57762730843723e-08	0.215688633337545	-4.44048773467287e-07	0.999999645700339	0.999999999882353
TMEM256	523.50426918843	-7.96363665316372e-08	0.177935191981377	-4.47558269080196e-07	0.999999642900167	0.999999999882353
TMEM258	1652.76258577309	-4.0616036919682e-08	0.116435327086549	-3.48829156373573e-07	0.999999721674602	0.999999999882353
TMEM259	3968.43603803528	-2.61264409203306e-08	0.0940194669143954	-2.77883312656077e-07	0.999999778281195	0.999999999882353
TMEM260	347.663908478955	-4.86464533309521e-08	0.156002284791891	-3.1183167218254e-07	0.999999751194323	0.999999999882353
TMEM263	2067.4894685835	-2.59160354127951e-08	0.0985037065272633	-2.63097058237318e-07	0.999999790078919	0.999999999882353
TMEM266	9.03269887174479	-6.95659657614265e-07	0.898834058896301	-7.73957829845123e-07	0.999999382470997	0.999999999882353
TMEM267	382.046847161755	-5.25579814465169e-08	0.15483919632633	-3.39435896681799e-07	0.999999729169339	0.999999999882353
TMEM268	738.262853610256	-4.27548294014559e-08	0.132278817274572	-3.23217505889165e-07	0.999999742109742	0.999999999882353
TMEM30A	9478.40008938206	-1.85624055975725e-08	0.0797130877059802	-2.32865218645645e-07	0.999999814200437	0.999999999882353
TMEM33	3043.47046485464	-3.19116065580891e-08	0.103611307438569	-3.07993474332031e-07	0.999999754256762	0.999999999882353
TMEM35B	370.206352524173	-5.21281153257689e-08	0.153975910445729	-3.3854721283913e-07	0.999999729878406	0.999999999882353
TMEM38A	198.860226793673	-1.99871195124236e-07	0.363830363525458	-5.49352707089963e-07	0.999999561679957	0.999999999882353
TMEM38B	897.627553098694	-4.41418249833789e-08	0.135087979510072	-3.2676352954178e-07	0.999999739280425	0.999999999882353
TMEM39A	1184.8659950138	-3.7194383312062e-08	0.117262868819356	-3.17188072290472e-07	0.999999746920534	0.999999999882353
TMEM39B	810.346690137804	-2.80668694897058e-08	0.105112191694367	-2.67018212038765e-07	0.999999786950291	0.999999999882353
TMEM40	36.1685450774309	-3.04292040453739e-07	0.531614608360304	-5.7239217220213e-07	0.999999543297123	0.999999999882353
TMEM41A	754.192958529948	-4.19218298242092e-08	0.134951808693816	-3.10642963810312e-07	0.999999752142775	0.999999999882353
TMEM41B	895.875299596356	-2.74940164598559e-08	0.107373480714871	-2.56059655296693e-07	0.999999795693954	0.999999999882353
TMEM42	205.651886143683	-6.7887006099894e-08	0.178970392094364	-3.79319759572857e-07	0.99999969734662	0.999999999882353
TMEM42.1	205.651886143683	-6.7887006099894e-08	0.178970392094364	-3.79319759572857e-07	0.99999969734662	0.999999999882353
TMEM43	3899.75868975884	-2.74322999856258e-08	0.095398441173807	-2.87555012934087e-07	0.999999770564295	0.999999999882353
TMEM44	465.375806612878	-4.82451426328934e-08	0.153073939789962	-3.15175415874788e-07	0.999999748526402	0.999999999882353
TMEM50A	3222.0208800111	-1.98357021427884e-08	0.0824618481876143	-2.40543991903491e-07	0.999999808073663	0.999999999882353
TMEM50B	279.339351276231	-4.79264612407053e-08	0.154271157144076	-3.10663782705319e-07	0.999999752126164	0.999999999882353
TMEM50B.1	279.339351276231	-4.79264612407053e-08	0.154271157144076	-3.10663782705319e-07	0.999999752126164	0.999999999882353
TMEM51	533.168752149317	-8.4078785067288e-08	0.219278685889967	-3.83433459234968e-07	0.999999694064363	0.999999999882353
TMEM53	240.264947592564	-8.91215467522401e-08	0.198935341887412	-4.47992528158614e-07	0.999999642553678	0.999999999882353
TMEM56	355.593514135565	-6.1169611225164e-08	0.182972008583552	-3.34311306405273e-07	0.99999973325817	0.999999999882353
TMEM59	5536.63449131664	-1.29342440672312e-08	0.0657492752446381	-1.96720709378254e-07	0.999999843039583	0.999999999882353
TMEM60	461.469134151971	-6.45126558697212e-08	0.169197112702646	-3.81286978478755e-07	0.999999695777007	0.999999999882353
TMEM62	422.873083872917	-5.69404309170312e-08	0.157956173684014	-3.60482465414354e-07	0.999999712376606	0.999999999882353
TMEM63A	1668.36438108363	-3.31063458605641e-08	0.114296003800518	-2.89654447747317e-07	0.999999768889188	0.999999999882353
TMEM63B	1280.72739574173	-2.40256541708978e-08	0.0993621206820603	-2.41798927055666e-07	0.999999807072369	0.999999999882353
TMEM64	991.797301124532	-3.40794858421857e-08	0.123951791233282	-2.74941455085928e-07	0.999999780628458	0.999999999882353
TMEM65	745.717155728677	-2.35773782383322e-08	0.10085288536606	-2.33779907761238e-07	0.999999813470621	0.999999999882353
TMEM67	484.61356500024	-4.40817473921588e-08	0.140197713340087	-3.14425580431734e-07	0.999999749124684	0.999999999882353
TMEM68	620.639607671003	-2.77244660172507e-08	0.106596273867604	-2.60088509769913e-07	0.999999792479394	0.999999999882353
TMEM69	1311.46087735832	-2.47596026093724e-08	0.0946886130682655	-2.61484478514032e-07	0.999999791365572	0.999999999882353
TMEM70	658.859307992253	-3.15618420770261e-08	0.111498136211078	-2.83070579917822e-07	0.999999774142355	0.999999999882353
TMEM79	295.358137803036	-7.35478454586527e-08	0.181012785970879	-4.06312985373778e-07	0.999999675809142	0.999999999882353
TMEM80	324.431973820579	-4.28687657620134e-08	0.14217075316575	-3.01530130546857e-07	0.999999759413764	0.999999999882353
TMEM81	66.5818037171898	-2.07581429877327e-07	0.361552456383417	-5.74139177351329e-07	0.999999541903215	0.999999999882353
TMEM86A	112.957644115764	-9.9749833962481e-08	0.254140908178273	-3.92498140805058e-07	0.999999686831793	0.999999999882353
TMEM86B	123.968603185399	-8.29493270571047e-08	0.22393239641168	-3.70421289577992e-07	0.999999704446572	0.999999999882353
TMEM87A	2212.46026301101	-2.02557431942779e-08	0.0874861766216041	-2.31530785507843e-07	0.999999815265161	0.999999999882353
TMEM87B	2689.47605300713	-3.47656053810951e-08	0.125440748890085	-2.77147622990977e-07	0.999999778868191	0.999999999882353
TMEM88	11.4837144472763	-4.59774558962934e-07	0.734342069763684	-6.26104070424417e-07	0.999999500441229	0.999999999882353
TMEM8B	145.910906821018	-1.08788458590658e-07	0.242907352206488	-4.47859884035869e-07	0.999999642659513	0.999999999882353
TMEM9	1864.5971246213	-3.10869197061917e-08	0.103464741504212	-3.00459067062242e-07	0.999999760268349	0.999999999882353
TMEM94	2235.46498017733	-1.58574595869836e-08	0.0768974235339288	-2.06215746357054e-07	0.99999983546364	0.999999999882353
TMEM97	1281.69744027732	-3.20976399538098e-08	0.106969864633247	-3.00062452765166e-07	0.999999760584802	0.999999999882353
TMEM9B	977.263806273877	-2.53320367661801e-08	0.10088324764125	-2.51102510659282e-07	0.999999799649184	0.999999999882353
TMF1	1975.21865618351	-3.35317821680195e-08	0.115153323796697	-2.91192482009635e-07	0.999999767662014	0.999999999882353
TMLHE	389.708118547146	-4.05913084091499e-08	0.132244933537811	-3.06940366812193e-07	0.99999975509702	0.999999999882353
TMOD1	97.1760191316186	-1.43197369052636e-07	0.355100298326712	-4.03258937622426e-07	0.99999967824592	0.999999999882353
TMOD3	3013.47575419693	-3.04207199104285e-08	0.105733719663099	-2.87710675528664e-07	0.999999770440094	0.999999999882353
TMOD4	6.11006230481303	-1.44508842914726e-06	1.24708201979097	-1.15877577113131e-06	0.999999075430703	0.999999999882353
TMPO	6369.92556770724	-1.51069298625505e-08	0.0688566280214169	-2.19396887367934e-07	0.999999824946611	0.999999999882353
TMPPE	77.3950556897172	-2.19713328806437e-07	0.398658978008373	-5.51131019058154e-07	0.999999560261069	0.999999999882353
TMPRSS5	159.286618422556	-3.68129496324496e-07	0.388981860249266	-9.46392451536409e-07	0.999999244888074	0.999999999882353
TMSB10	19806.5338806051	-1.05170315360449e-07	0.16378406018739	-6.42127904511102e-07	0.999999487656059	0.999999999882353
TMTC2	809.058345898413	-1.51415913918079e-07	0.257835533428249	-5.87257744907437e-07	0.999999531436112	0.999999999882353
TMTC3	823.318684873113	-5.93804100892612e-08	0.163187255909997	-3.63878966884593e-07	0.99999970966659	0.999999999882353
TMTC4	487.681943406298	-4.91200719509963e-08	0.142471144570798	-3.44772073664271e-07	0.999999724911685	0.999999999882353
TMUB1	1097.365900012	-2.43460294561868e-08	0.0961058863985435	-2.53325060186488e-07	0.999999797875846	0.999999999882353
TMUB2	961.840052356935	-5.14465877611055e-08	0.148343516705476	-3.4680711974254e-07	0.999999723287954	0.999999999882353
TMX1	2203.84564627178	-1.25353149178153e-08	0.0676483161573007	-1.85301211173791e-07	0.999999852151024	0.999999999882353
TMX2	3581.41162701076	-1.4587051511382e-08	0.0682876600258732	-2.1361182248528e-07	0.999999829562425	0.999999999882353
TMX3	3121.67400158148	-2.13486698591792e-08	0.0902186055879652	-2.36632673715664e-07	0.999999811194443	0.999999999882353
TMX4	6496.31742271376	-4.24272081956615e-08	0.122344106478829	-3.467858764656e-07	0.999999723304903	0.999999999882353
TNFAIP1	1999.02858116503	-1.61101846510866e-08	0.07395036072859	-2.17851332871974e-07	0.999999826179785	0.999999999882353
TNFAIP2	1552.77679915315	-4.74005972771037e-08	0.135954807101579	-3.4864966004246e-07	0.999999721817819	0.999999999882353
TNFAIP3	833.173943796953	-9.38142083471494e-08	0.22186261872052	-4.22848197177944e-07	0.999999662615952	0.999999999882353
TNFAIP8	257.750889744707	-6.13959346490934e-08	0.171895436378879	-3.57170242226612e-07	0.999999715019378	0.999999999882353
TNFAIP8L1	581.011365558677	-7.46615924287247e-08	0.174367227802475	-4.28185923293465e-07	0.999999658357063	0.999999999882353
TNFRSF10B	5381.65900569555	-1.47764905524072e-08	0.071591435304403	-2.0640025569509e-07	0.999999835316423	0.999999999882353
TNFRSF12A	3768.951432313	-1.35272065539021e-07	0.196909427298597	-6.86976075218032e-07	0.999999451872396	0.999999999882353
TNFRSF14	97.8125516407233	-1.02413257388974e-07	0.252287755034027	-4.05938280179951e-07	0.999999676108114	0.999999999882353
TNFRSF14.1	97.8125516407233	-1.02413257388974e-07	0.252287755034027	-4.05938280179951e-07	0.999999676108114	0.999999999882353
TNFRSF19	976.463585763255	-1.08535307550916e-07	0.218270102427463	-4.97252286702823e-07	0.999999603250078	0.999999999882353
TNFRSF1A	4192.43583039773	-2.71587223318193e-08	0.0935922984719788	-2.90181166348325e-07	0.999999768468928	0.999999999882353
TNFRSF1B	795.317666780747	-9.49042963957615e-08	0.219146683778629	-4.33062890842689e-07	0.999999654465806	0.999999999882353
TNFRSF25	184.19343513106	-1.25672568961402e-07	0.233435866329034	-5.38360154065883e-07	0.999999570450745	0.999999999882353
TNFRSF9	35.0608199033339	-2.46861427860204e-07	0.483312559090408	-5.10769735271925e-07	0.999999592464714	0.999999999882353
TNFSF13	72.9963774649808	-1.80978487783667e-07	0.325153346571388	-5.56594264497083e-07	0.99999955590203	0.999999999882353
TNFSF9	228.376427824538	-2.72102657255452e-07	0.343003572913037	-7.9329394427165e-07	0.99999936704301	0.999999999882353
TNIK	473.706222862167	-1.09049066426466e-07	0.2410466269462	-4.52398226052775e-07	0.99999963903844	0.999999999882353
TNIP1	4548.65199729564	-1.35123622839203e-08	0.0685707030217012	-1.97057368358086e-07	0.999999842770968	0.999999999882353
TNIP2	904.257660148023	-2.20144163763488e-08	0.0939792840490607	-2.34247542946342e-07	0.999999813097502	0.999999999882353
TNK2	1361.60203935684	-3.19845513625577e-08	0.112377591103997	-2.84616808816968e-07	0.999999772908643	0.999999999882353
TNKS	1517.13433059807	-4.17844545825549e-08	0.132504688584647	-3.1534321561657e-07	0.999999748392517	0.999999999882353
TNKS1BP1	3385.51592028382	-1.53669542642959e-08	0.0721713210852503	-2.12923278017096e-07	0.999999830111804	0.999999999882353
TNKS2	2600.02033744164	-5.07412877885928e-08	0.142142509479	-3.56974757055975e-07	0.999999715175353	0.999999999882353
TNNT1	765.691076519425	-6.56912637899714e-08	0.159439279905751	-4.12014303055079e-07	0.999999671260149	0.999999999882353
TNPO1	10738.3245253735	-3.75479282368278e-08	0.111533580990984	-3.36651328713842e-07	0.999999731391102	0.999999999882353
TNPO2	3891.83252006026	-2.68598257259225e-08	0.0935218137585346	-2.87203858078206e-07	0.999999770844476	0.999999999882353
TNPO3	4383.30620507473	-1.32998292507043e-08	0.0670904551225293	-1.98237278707e-07	0.999999841829536	0.999999999882353
TNRC18	5483.46187080579	-3.07111754524502e-08	0.105403548786702	-2.9136756594978e-07	0.999999767522318	0.999999999882353
TNRC6A	3317.45169899866	-5.38476210428665e-08	0.144109165380602	-3.73658544899981e-07	0.999999701863616	0.999999999882353
TNRC6B	1242.6499752529	-4.40648683777389e-08	0.138336906166785	-3.18532990210237e-07	0.999999745847445	0.999999999882353
TNRC6C	338.710094231348	-8.27839571012658e-08	0.201625913643356	-4.10581931684125e-07	0.999999672403016	0.999999999882353
TNS1	455.636586905709	-1.37259530550319e-07	0.283749859360983	-4.8373426813121e-07	0.999999614035896	0.999999999882353
TNS2	2318.03674270804	-5.71699554049373e-08	0.146295553015698	-3.90783959091379e-07	0.999999688199512	0.999999999882353
TNS3	12500.4722537513	-6.65025861930085e-08	0.157283665459598	-4.22819407207236e-07	0.999999662638923	0.999999999882353
TOB1	486.173922771488	-4.58536643602746e-08	0.14268343404613	-3.2136641977267e-07	0.999999743586695	0.999999999882353
TOB2	1680.23645129226	-3.34319791850469e-08	0.115691150242642	-2.88976115415303e-07	0.999999769430419	0.999999999882353
TOE1	962.458636731338	-4.20744930334406e-08	0.123061471776245	-3.41898178415596e-07	0.999999727204722	0.999999999882353
TOGARAM1	522.373656171188	-3.2573656230977e-08	0.122818114031355	-2.65218664916651e-07	0.999999788386122	0.999999999882353
TOLLIP	918.318007952955	-2.08320711760652e-08	0.0906727330524918	-2.2975011863826e-07	0.999999816685928	0.999999999882353
TOM1	909.428580832272	-2.1018314729078e-08	0.0954473594741451	-2.20208446256404e-07	0.999999824299081	0.999999999882353
TOM1L1	962.495708012145	-2.73859029376222e-08	0.104343349671942	-2.62459495729475e-07	0.999999790587621	0.999999999882353
TOM1L2	2064.64515680964	-3.42462117884422e-08	0.117331579312486	-2.91875486455657e-07	0.999999767117056	0.999999999882353
TOMM20	10300.0486789592	-1.35813685155453e-08	0.062270161599754	-2.18103954873933e-07	0.999999825978222	0.999999999882353
TOMM22	3206.99595045909	-2.1573690754876e-08	0.0836498713548573	-2.5790464952847e-07	0.999999794221862	0.999999999882353
TOMM34	3163.15553475299	-6.1097208640674e-08	0.13655623220186	-4.47414282420731e-07	0.999999643015052	0.999999999882353
TOMM40	3581.75458638596	-3.62140872910753e-08	0.104554763817162	-3.46364775443459e-07	0.999999723640893	0.999999999882353
TOMM40L	888.323474220407	-5.08509390106072e-08	0.138674091694425	-3.66693867536985e-07	0.999999707420625	0.999999999882353
TOMM5	2451.87799986596	-2.98490739967548e-08	0.0963983482094708	-3.09643002719234e-07	0.999999752940629	0.999999999882353
TOMM6	3400.51421847192	-3.9823429957875e-08	0.112852553636513	-3.5288018458264e-07	0.999999718442349	0.999999999882353
TOMM7	4275.02835267604	-4.72004764204121e-08	0.121448943054093	-3.88644604337061e-07	0.999999689906471	0.999999999882353
TONSL	1698.21427125089	-2.12825721285947e-08	0.0872731367165851	-2.43861661552383e-07	0.999999805426545	0.999999999882353
TOP1	7075.02164693452	-1.82953376067431e-08	0.0754845885936364	-2.42371826456313e-07	0.999999806615262	0.999999999882353
TOP1MT	1132.168388731	-5.51552806340709e-08	0.138927779484274	-3.97006853768321e-07	0.999999683234361	0.999999999882353
TOP2A	20100.5456176395	-2.99822634110929e-08	0.0950191692468751	-3.15539102780346e-07	0.999999748236222	0.999999999882353
TOP2B	4954.38965727105	-2.366243786126e-08	0.0892297154149746	-2.65185625116193e-07	0.999999788412484	0.999999999882353
TOP3A	1530.9137230667	-1.70669966727165e-08	0.0790877197763224	-2.15798315098548e-07	0.999999827817856	0.999999999882353
TOP3B	576.418177475365	-4.65989742714017e-08	0.138532802385125	-3.36375020710656e-07	0.999999731611564	0.999999999882353
TOPBP1	4408.23830371154	-2.10740690860063e-08	0.0841205973087844	-2.50522104695108e-07	0.999999800112281	0.999999999882353
TOPORS	921.658460507483	-2.96069725160306e-08	0.108185634610223	-2.73668242763472e-07	0.999999781644334	0.999999999882353
TOR1A	1837.02612396568	-1.32788606819454e-08	0.067933612789335	-1.95468195149928e-07	0.999999844038945	0.999999999882353
TOR1AIP1	2913.4630352233	-1.43540980859133e-08	0.0708931825544179	-2.02475013375158e-07	0.999999838448313	0.999999999882353
TOR1AIP2	3137.46213742692	-1.82058068913689e-08	0.078285944457399	-2.32555243697366e-07	0.999999814447762	0.999999999882353
