"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO"
"GABARAP",8.18953315087841,8.00789008867738,8.09106588077959,8.77506705211137,8.51683143304125,8.63604348415913,8.60180922123921,8.22110022031452,7.99038826026032,9.25406853066615,8.83470035895712,9.05532414341754,7.9977390441938,8.79606440919311,8.74839674728613,8.68748028484957,8.62496233574112,8.23264792066031,7.94446715934732
"UBB",10.2863813860616,10.1727534058685,10.3820970664482,9.89030087796224,10.574030137353,11.2805388746564,10.729544478974,10.7543102372972,9.86114339613152,10.7968700260808,10.1017463127383,10.574673016226,11.3549191089543,10.8571450718602,10.2601946106441,10.431856160448,9.33875674866318,10.4844500338627,0.064040270043902
"PA2G4",9.20615557510829,8.82959644716813,8.8491797842872,8.30891882826802,8.18257406259691,7.88886554649587,7.57244282941106,8.32491284696905,8.58947159335979,9.27132975192992,8.06316361402986,7.42869746824102,8.51741662663534,8.17573230043622,7.82191946837739,7.65380372708486,8.26486116949294,8.31424062579359,7.73097995546743
"RPS9",9.13257426381288,8.79736496700111,8.60342148292898,9.58369001834847,8.5926548107269,8.14309265064097,8.30667224764254,7.25408485319529,8.61393442169315,8.46926401391143,8.20900815032183,9.0064234864166,8.62602114854598,8.695270830591,8.28739887366048,8.90226428445385,8.40509068243469,7.45645051191219,11.2378466334658
"PGAM1",9.02112095987771,8.86547211604585,8.5740963716401,8.87162015555894,8.89867703411099,8.94254757161689,8.1303526391557,8.34779936901126,8.96674435083765,8.45483106027343,8.96230642295454,8.9836568701465,8.29543446387925,8.83152522505669,8.75273086201659,8.68577841298506,8.92963157289817,8.73176535575305,9.79446400532987
"TBCA",9.20133681196454,9.510876862599,9.29265691809969,9.40383628321855,8.95331400498323,9.62728473158594,8.56416271936226,9.14427208612204,9.2539984341772,9.16196334403345,9.03673311820713,8.97017556928366,10.2526841897584,9.60029320963581,8.3789707602054,9.34587266495408,8.69144442443002,8.87651661244841,8.41163481007973
"RPS21",11.5031627201389,11.3109412107265,10.810803729424,11.1135937834405,10.383425803245,11.03732734227,10.1690138220513,10.4939296938592,10.631995117151,10.3281166647074,9.55428758794653,10.4719150747181,10.7837653546744,11.1148703107468,10.5429319208394,10.7170111584386,10.9632551892173,10.6777861112124,10.9831294092225
"RPS7",11.4734641115851,11.1570270045435,11.0121358236857,11.1821975264509,10.4758127406327,11.4389424731832,9.91527041059689,10.735863320346,10.7698970296792,10.9017341842632,10.3928864853075,11.1016912484794,10.6663839873503,10.9318264677063,10.1980476107151,10.5539896741143,10.4392697960244,10.9196229505311,9.88810546207488
"PRNP",7.19838809065128,6.37404691214727,6.41176189652425,8.20492058541319,6.43263208269881,9.84405627477763,9.43837565960107,7.60623736728648,6.67842351517248,8.46402503214745,8.91659014134836,8.72994727574899,7.937979874574,7.01605496383374,9.48103333994653,8.77314883301981,7.47921648510174,8.86588293332708,8.07648239011455
"BSG",9.07520165683666,9.52533216923393,9.40819872075468,8.4595338822616,9.59629613984911,10.0816038350945,9.54626008757085,9.1975068133444,9.45134547618889,9.73925180391851,8.89399895265565,10.2111118991033,9.5948884367089,9.7210192240223,9.81769001118708,9.52879175411882,9.16168777838257,9.17539293927677,9.23795202163693
