"","Hs_A375.G007.LK","Hs_FemxI.G007.LK","Hs_FemxV.G007.LK","Hs_LOX.G007.LK","Hs_MeWo.G007.LK","Hs_Skmel28.G007.LK","Hs_WM115.G007.LK","Hs_WM1341.G007.LK","Hs_WM1366.G007.LK","Hs_WM1382.G007.LK","Hs_WM239.G007.LK","Hs_WM266.G007.LK","Hs_WM35.G007.LK","Hs_WM45.1.G007.LK","Hs_WM793.G007.LK","Hs_WM852.G007.LK","Hs_WM9.G007.LK","Hs_WM983.G007.LK","Mm_G007LK","Mm_WNT","Mm_WNT_G007LK"
"TCF7",1.75570328425541,3.49292096613852,2.85941478682699,1.66052016180887,1.81111991788602,2.30737076584852,1.85848689311917,-0.551962724481129,1.95081490783937,0.62989646423238,0.541035244372054,1.13173210540373,2.00180068112249,0.449487810564901,0.990393816768175,4.62465571729972,3.57726042260979,1.30647550538535,0.888649880786188,3.32799169462807,2.22762412883478
"AMOTL2",5.47955800773494,2.50890532226994,1.71240671433734,5.95680739423035,-0.424595386319316,2.57359320897016,2.00687967260187,2.02020798862931,6.17690111973631,3.43394461155196,1.46179174009683,1.44960765972694,1.80668096097826,2.95624043934373,5.57819698416838,3.67288203050993,3.90866036749384,3.81889196364866,4.66905014547135,4.70386870445731,4.28230857446616
"CTGF",5.38448540790562,2.12407753978094,1.13345518314002,5.97441625261163,3.24666057971034,3.98849281534128,2.11536009006288,-2.46115103952057,7.34840912537007,3.05810900646773,3.15516496749023,1.60719904177145,4.27788485737534,1.80691940362824,8.65595033570302,3.00482461852501,3.68173563446711,3.96344602064877,3.91483530897945,4.63776261158146,3.8159408124105
"HEY2",-0.611841366291055,1.58538472104549,1.53486086925242,0.194118728876538,1.70271400997839,1.43834050559837,1.29667264009518,2.07151813312066,-2.59371086163668,1.96721115101313,1.55561570748188,1.35036959123355,2.20061477357037,2.92467149456274,1.94481381121477,-2.79217913107451,3.06283764643553,1.53811924995561,-2.32167715280145,-2.26618758583532,-2.20485779787309
"CYR61",6.06740358090798,0.555218044290006,-1.93148005901631,8.82061713840834,-0.289629606258917,-0.567518179204006,-1.51484836648518,2.33268180173593,8.81978388773931,1.83601337695022,0.294423973689207,-0.715165340442669,-1.17923894494073,-1.89600707429532,5.89810914790055,4.69431932109156,4.19858988155362,3.46764486243481,4.77299916432833,5.44685106622434,4.581281216679
"HEY1",1.24386287198975,5.14711046590678,5.19497547523115,-0.0675233989313929,2.76743843594192,6.11885676959416,5.90622612944407,4.82483999947159,0.675852916118001,2.93695240488966,5.11176314578881,5.53998013008013,6.78182840610465,6.49826004430789,3.79957916502812,6.19854640296941,3.52333625353392,4.43254941797451,-1.54744345730883,-1.28435535126533,-1.60926415821006
"AXIN2",-2.38390132913475,-1.89315558390751,-1.81778465881505,-0.0153268072092833,1.57351211659451,1.9619023836048,1.11469153998603,-2.48076024143797,-0.32035915080139,1.9106090146747,2.077215071658,0.649703340928863,0.638053406092521,2.27090336438508,0.909303753360716,-0.061710423371661,-1.46291770867201,-0.2624176261939,2.33993171263732,4.31901982972273,3.44691974676467
