"","Hs_A375.G007.LK","Hs_FemxI.G007.LK","Hs_FemxV.G007.LK","Hs_LOX.G007.LK","Hs_MeWo.G007.LK","Hs_Skmel28.G007.LK","Hs_WM115.G007.LK","Hs_WM1341.G007.LK","Hs_WM1366.G007.LK","Hs_WM1382.G007.LK","Hs_WM239.G007.LK","Hs_WM266.G007.LK","Hs_WM35.G007.LK","Hs_WM45.1.G007.LK","Hs_WM793.G007.LK","Hs_WM852.G007.LK","Hs_WM9.G007.LK","Hs_WM983.G007.LK","Mm_G007LK","Mm_WNT","Mm_WNT_G007LK"
"CTSA",6.38722246830584,7.5399902917133,7.39554629161163,6.79813094870499,8.05188595778892,8.08652081521563,9.18046269277223,9.62356712636911,6.34156319309438,9.25247086472926,7.93448292334313,8.85286007696713,8.72120919392302,8.43752217861293,8.86915010979631,8.36769855708537,7.29016856431258,9.29387683265181,7.20348594430221,6.93600713940552,6.91074662401724
"HMG20B",7.18363123562157,8.53558058674363,8.2439008219871,6.84152055250438,8.85746061190778,9.31251819769603,9.86160627173162,9.86924540648501,6.3439786628147,7.65726753464524,8.37850400975124,9.16442489804158,9.17331577009133,8.42499282678919,8.16894090025986,6.15836533209128,8.51908796134576,8.71463828857423,5.92018456942909,5.56110134357481,5.84323054294818
"YBX1",10.6071148089463,10.6245901950744,10.4455559583679,10.6793911630675,10.6948808934549,9.97523720515608,9.47840910477257,10.5107039659605,10.4390328598478,10.2941510098064,10.2449887123519,10.1952822944152,10.3264808400625,10.4202602991789,9.27044130733221,9.90910607900303,9.7414592172579,10.0181704250892,9.5408702989773,9.70624837801417,9.65348915119798
"PKM",11.3714081291537,11.5224930366682,11.1812764257044,11.4638366420754,11.5727597473046,11.5963481348931,11.8291946583526,11.2555893009651,11.7935192910276,10.1275842945246,11.8458583839188,11.2821062011358,11.8678506929521,11.5190764867893,10.7678012805328,12.270261804694,10.9806893135476,10.7842334485643,11.3580688886296,11.2817521109877,11.3274706153286
"RHOA",8.71421614129647,8.0054119848924,8.08378704578506,8.73431806316053,8.56569690198378,8.36844196749755,8.67141219248975,8.38834285934432,8.91705125847978,8.3891443390329,8.47540711055052,8.63536429318766,8.31345880308305,8.51626770980349,8.59254537305503,8.6347778964618,8.46948726796932,8.13712535679221,8.07355667264728,8.11418931125009,8.11751842707551
"NUCKS1",8.36750628036879,8.60188335282321,8.20886489174799,7.89056772841212,7.80932246696176,8.20264484119053,8.40260665770525,7.88576684981413,7.88163523627922,8.95367356650745,7.89884442410484,8.20820416491101,7.96679774083873,8.12005847063396,8.4937199035194,7.85967517622818,9.1122820214826,7.6971854705428,6.6476001699691,6.66086871296539,6.65352678224921
"ATP1B3",8.26125186546756,8.518648490856,8.57016864476297,7.65696782035329,8.30554473976488,9.4590524925811,8.8967198979515,8.52172870427544,9.44994932812926,9.08994806362501,8.45467956458553,9.27694914527126,8.91666156207424,8.50400181228638,7.92362341604058,8.38182208658865,7.88350753543118,8.94669738648699,7.35279325363395,7.35606531466556,7.35074147057531
"PABPC1",11.5404948707732,9.21223590560479,9.97023433709454,12.4374944816301,10.8862604584418,10.6715426296649,9.94064134020543,10.7767007637384,11.2647145509532,10.7206971285382,10.4701648653006,9.88959747883436,11.5240196213623,11.8803301761728,11.0088239470622,11.0694491540262,10.1492311891843,10.567022502119,-3.0941111850154,-3.32192809488736,-3.32192809488736
"ENO1",11.6314745427022,10.606360641501,10.5070216513507,10.5060778621552,11.4619745306898,12.1278854858049,10.9048989053183,11.5674026673161,11.3024017220589,11.2291873631924,11.8878321129871,11.2104784721347,11.1337014365786,11.0268320106029,10.4220322965626,11.7379645434624,10.8714128920668,11.3805011607612,8.97940378246528,9.12779722579946,8.90568828753259
"SLC25A3",9.95355543875307,9.73970234472377,9.35323450642841,9.9864911087012,9.42014773834942,9.31155164167438,8.96032921581078,9.61676277459873,9.58426099596298,9.59207141952533,9.61315447949567,9.38146187624707,9.0483416135068,9.4068096239865,9.08582032474481,8.90505861386759,9.14663019608306,9.4044163561809,9.39756153370513,9.51218625649728,9.50677213284395
