"","Hs_A375.G007.LK","Hs_FemxI.G007.LK","Hs_FemxV.G007.LK","Hs_LOX.G007.LK","Hs_MeWo.G007.LK","Hs_Skmel28.G007.LK","Hs_WM115.G007.LK","Hs_WM1341.G007.LK","Hs_WM1366.G007.LK","Hs_WM1382.G007.LK","Hs_WM239.G007.LK","Hs_WM266.G007.LK","Hs_WM35.G007.LK","Hs_WM45.1.G007.LK","Hs_WM793.G007.LK","Hs_WM852.G007.LK","Hs_WM9.G007.LK","Hs_WM983.G007.LK","Mm_G007LK","Mm_WNT","Mm_WNT_G007LK"
"ACTB",11.4865685730527,11.5634062433878,11.6100953573389,11.5902031631713,11.7452673120027,11.3625221888233,11.3160206612766,12.1586572704892,11.9751630212562,10.8915943501909,11.3744764544622,11.4778305362663,11.8242397578733,10.4333048586965,11.9829490706091,11.3039956683431,11.5569193887752,12.0678065869138,10.7204898203431,10.8612509416723,10.6998705388446
"RAB7A",8.348185657137,9.01892277413839,9.15609800338657,8.26655609347975,8.71245947051712,9.73692958784899,9.653965388948,9.07901353536882,8.87000859322059,9.22462385068303,9.55173937572367,9.34541427507145,9.76975493832213,9.25064412830377,8.80376365349915,8.50497363599862,8.4089248761003,9.09254246620893,8.8383123043932,8.82712147151286,8.96494927365674
"CAPZB",8.34186389799083,8.71564528550421,8.67862867180088,7.99557443569657,8.73665713356566,9.10743125622535,8.04440330752695,8.83657179870741,8.40331660258759,8.78906119240008,8.6012997375911,8.46138866402998,8.31179950737381,8.38340629685054,8.17392309783009,9.55862352609545,8.41257983964953,8.62043139526175,7.4051592676261,7.47358856334999,7.4607908097456
"GNB1",7.86976511229785,7.5446004125226,7.54710488337266,8.46147341841258,8.79999599913677,8.59760905849163,7.04270784017561,8.62061262231722,7.89181400963601,8.54463033669487,7.71441711515522,7.04333701186795,7.98867453589096,8.17814382741975,7.90045088471437,8.31704725766046,7.99538194828306,8.55895939738973,9.23584065876706,9.2842884140769,9.25598409690418
"XRCC5",9.05822444743623,8.57394064928691,8.81764909516829,8.83215938630736,8.44629738922434,9.04489878651916,8.5259540845811,8.24134950620729,9.01389161655841,8.66337361059713,9.10604296942293,8.5453632556781,8.44279963359817,8.35164065853175,8.34342824737249,9.23872987083636,8.87937290297447,8.74603719578002,5.58727634397013,5.68081667803833,5.68188656277345
"DCT",-0.850422110089586,9.87815783714791,9.45880278379436,-3.23558167292123,9.28055869815563,9.26417353418755,8.43345672687133,10.476244009687,-1.81860497164314,11.1421095128178,7.86219743949535,10.1399400353369,7.64232388647722,10.3993482047668,-1.93681323419053,-3.11736475452333,-0.07789915631461,7.84365639069705,11.9948790849692,11.8845166377262,11.9298421170256
"HSP90AA1",10.5432761225729,10.0066886111055,9.67560997285928,9.08205352631501,9.33468373498547,10.0479687502488,10.1057255685337,9.36405936122284,10.6147190041768,10.9358615975816,9.69188479223386,9.18323476227576,9.80660918795417,9.68674592100026,9.54915230578149,9.49031892535919,9.67219743699335,9.72919885590929,9.80439191533219,10.0906142026667,9.97813076406634
"RPS5",11.4717011604817,10.6062997179936,10.4975617621771,10.6854892891236,10.7684608207107,10.2622310307031,9.91960197689206,9.63901435473468,10.7520842580403,9.71899528082314,9.57607237840076,10.9671612401275,10.384288977356,10.6169096899756,10.0329888491016,10.1176333156124,10.4525884544802,9.75888892903703,10.8953350495896,10.9321920713352,10.9860427509888
"GSTP1",9.70656970720089,10.1940817502867,9.94451233787191,9.09786923090796,9.91462906489835,9.83088349517487,8.73593846308301,7.38617191301147,8.70082094850833,9.86175900231605,9.08993700571426,8.83069554550044,8.92396489313192,9.21063058024349,9.28767641159932,8.4743376341128,9.25305450766891,9.25817773073667,5.96257050775637,5.70069193768822,6.20138535581223
"EIF3I",9.68570698622968,9.54282625815489,9.23346840279672,8.8842241867149,9.11872737202963,8.65829301548094,8.6177483715051,9.22312176374446,9.15014519789486,9.58110548221447,9.00897366120437,8.89741660075324,9.06450594037294,8.79968431584474,8.24785991859674,9.10890073053229,9.05914394348179,8.90165270262934,7.85619086432681,7.99400188920386,8.0306389718759
"FTL",11.6660922949858,10.6767474591701,11.3604181754036,12.7985181822137,12.1668689188396,11.1272549890193,11.407769998855,9.7199701495037,12.4360929449579,10.0793062165471,11.5702129825262,11.8139252082612,10.7984334342644,11.134597781271,11.79530962782,13.1760005915356,10.9678485373177,10.7818606876454,13.7537056291499,13.4517525867053,13.8186981646787
"BAX",8.40968025721238,8.25310166051,8.43491111678729,8.40059478513268,7.71303452128106,7.7244925483989,8.35920372464378,8.0018466197078,7.50943769112925,7.16434441354664,7.47617033742927,8.70026307107797,8.5308937489854,7.35046156198665,8.52814199519962,7.38907522590024,8.18397731781385,7.59524251854223,8.19888238458102,8.24150619378442,8.25096206145861
"GNAS",11.4309706887274,10.7970669864891,10.4662951191735,11.0151103720905,9.84707743545492,10.9947013920495,11.5752386362239,10.5891840700025,10.009759701988,11.6133048913087,10.3565305565821,11.2425436423072,10.5756241855219,10.8549342017391,11.0175824142529,10.3712161845926,11.1790493313189,10.5004425381447,9.86528715790359,9.73874939831755,9.79620244153253
"KHSRP",8.41547039143341,8.7725830662946,8.58078877114641,7.73328843097142,8.27624679843334,8.48966543223164,7.88501295389908,8.4494269885498,8.52788825827071,8.31334987335947,7.96729143205529,8.06315647190132,8.33237918511173,8.15452865293977,7.73653652907903,7.92280138530478,8.03575594370887,8.24675015901308,6.45662993512379,6.48718060016446,6.32873488191242
"FKBP1A",9.02018234767378,8.84511193418046,9.07193627598321,8.04560024113807,9.23879202227596,9.70131455172277,9.78973336697825,10.1174352369902,8.56557812010543,9.83416193819805,9.57443423005245,9.47330598478122,9.37159681103668,9.95507333885902,8.56939334617418,9.48011586636305,9.14812504028258,9.42330342021311,8.34076688669325,8.5295659654022,8.43583933231281
"DYNLL1",9.08180982622467,9.18237879672909,9.0954153180867,8.46288419211938,8.50718195778526,9.33130337543186,9.29865018086266,9.16233168673715,8.81054967302783,9.51733622958352,9.08828709281648,9.12134642665508,8.24872590618185,7.82215284628046,9.15081390122068,8.7306072569961,8.89123510262187,9.15941992916547,-3.32192809488736,-3.32192809488736,-3.32192809488736
"RPL6",11.8095025809681,11.1922174281856,10.9017806266486,11.5122784188191,10.5249327171097,10.7424123434476,10.3497259856828,10.8082304849285,11.1593753382866,10.9442591233449,10.3376472494568,10.8348617526635,10.1238798236808,10.5722321601778,10.252368975881,10.5114280231315,10.8117609791454,10.434429654472,10.6191623548979,10.7395697262234,10.7448557228557
"PEBP1",7.91748620972832,8.70834868807533,9.01702158308731,7.14954851380003,8.93784524459512,8.72639977461318,8.25535186198979,9.12530944934667,7.71518562368274,8.83849748168129,7.825464642553,8.3330400846442,8.15454849262737,8.95799806046896,7.77035009218461,6.38134845601396,7.51699045343302,7.77508551525416,9.00239693890071,9.0834185030275,9.18276955855357
"FUS",9.37557156349414,8.98895921056678,8.91248764502805,8.57853887382327,7.91786118128273,8.50755242512845,8.47168242294022,9.19603894777297,8.87411318301508,9.07329002953932,8.92795268167618,8.17293176288831,8.57637997107647,8.82905398427177,8.33350763270155,8.19448283698802,8.88938316598174,8.96239239387084,8.95978770070372,8.98787790400552,8.88187773894197
"FXYD5",8.4339663653404,7.36272354876325,7.74755924078532,8.6626754345722,8.38113170862138,8.00787640958754,8.26502883302234,7.57347487176788,8.61364112412521,7.38659354282334,7.18772883506529,10.3693782687314,6.86753777200509,10.7617973464003,8.54839960969229,5.99142308137392,8.15893005911539,8.04282859379204,6.95221326266409,7.10860964747381,6.81326291869327
"GANAB",8.55756635689475,8.55836160190477,8.19913627031441,8.33417141493482,8.66125275075475,7.86356423186584,8.82855629578945,8.66978663478443,8.41326809185529,8.92263000133693,8.56948385046502,8.52480036093224,8.35170229592192,8.50361400753218,8.6490742559406,8.99539748514553,9.10501996200943,8.53352630570681,6.4525069213585,6.46186796942677,6.17216408598021
"NDUFB2",8.20174450921459,8.30804523114889,8.34805995525928,7.59502331502033,7.57652536446865,8.05441041234603,8.5356470916633,8.56318011587988,7.66581886435329,7.55282003104127,8.5102203018743,8.6256581153802,8.78153788462655,8.02185050796059,8.84888462437051,7.6180055452358,8.31890937933413,8.79450757896518,7.65935565478263,7.58926968256934,7.8975617625867
"HNRNPC",10.1596200914216,9.79403529530395,9.55404545901199,10.0598529517444,9.07699685368901,9.09912474399951,8.90822024483281,9.37333396673618,9.83437310131878,9.26228191043736,9.09786049496726,9.17088532998083,9.1854746086498,9.22532307486818,8.79801777604365,9.47456003098385,9.58656164247366,9.1485150767783,8.11362824025053,8.2529748786199,8.22041494349012
"MYL6",10.9115268457843,9.32874247391335,9.36927524734313,10.9204875376132,10.4319652221193,9.65765040662908,9.81520888009085,9.87677354587442,10.7047890162963,11.8358471854941,10.0795155539549,9.99832586460362,9.46110437574683,8.98727360162704,11.1544326467172,10.4975986286532,10.5731850796025,10.6362415327986,9.74694138464881,9.77316721702848,9.90335254194281
"RPS18",10.6356223644226,10.8498147822993,10.7354399896392,11.5843855739122,10.5456680778676,10.063572798159,9.88802179127243,10.4140720674759,10.6988422289573,10.2503587381302,9.85714507084914,10.5415265167454,9.66292997516576,10.4548693947196,9.7331462285559,10.8516274245352,10.1552886750537,10.1701272455524,10.7597464566306,10.7752391931023,10.9296702427517
"HSP90AB1",10.5025059612288,10.6158504197294,10.5644058154834,10.65070216052,10.5770714100258,10.142630448296,10.0086642299508,10.5228498763007,10.7057623038591,10.2809872945448,9.94106749805961,10.0146820836463,9.80967356551997,10.255383365542,9.95172179561073,10.4427470589745,10.0124628156825,10.6605851356388,11.1364130177725,11.1984993583571,11.1210056569571
"HNRNPM",8.98303392403007,8.49276775607602,8.54427479446181,8.15171605219093,8.35325134616633,8.21575352993285,7.7764800701545,8.4095251584369,8.46605854350866,8.1626086047994,8.3789072106793,7.81112725799803,8.18587102693394,7.61744362822901,7.75665566829762,8.43007698169818,8.26138802033213,8.26857871387893,7.86988256900406,7.95617183465502,7.79691444166013
"RANBP1",8.68775072093902,8.81164662366077,8.96939870632755,8.11066058929332,8.19297938470461,8.71077849348855,7.43896396706697,7.84225649178108,8.55127634592086,7.92453251976815,7.96205187101821,7.90508444221169,8.21021580145934,8.90352670573653,7.336147566725,7.57524595131775,8.09494510455493,8.74397263870798,7.29127476061681,7.49681529581041,7.35878268230972
"LGALS1",10.9754479072592,11.6775739638015,11.395829781079,12.0188640079361,11.0807194431937,12.1536832245036,11.001096523645,10.3374795657825,11.4232651505611,10.8939381843554,11.4905201569825,12.028694662141,10.6459120018052,11.8066473168217,12.186952210513,11.3607260881453,11.3950391613933,12.0477872650075,11.9544233956185,12.1550334446201,12.1470439706478
"EIF3L",9.86342869960696,10.2207724535568,9.90146532695326,9.98155877829654,9.01703638366634,9.60681726355421,8.6093128930261,9.83935441527755,9.32230056262522,9.21919797109677,9.06079634023282,9.78803988514591,9.78361102346763,10.2273018623235,8.6316573934025,9.83782790005005,9.38455812116054,9.1173048036616,7.92391600358213,8.0102768854889,7.94254372327921
"SNU13",8.75389130884979,8.56384210103642,9.21349301034989,7.80811181748356,8.12395777310308,8.88732087260107,8.01289051587758,8.44842632257193,8.82719196353582,8.23861909724024,8.20684272742806,8.58403272965026,8.8479711886849,9.17049060584101,7.79232688297417,8.6248636046909,8.64680897832392,8.54607736716464,7.67337183219583,7.87982293863505,7.79392739048894
"RPL3",11.6874846007329,11.4403441888553,11.4370272009407,11.7084072201388,11.0100571757555,10.6238266408304,10.1567609034649,11.0975397728432,10.7959411471858,10.8446489484331,10.5242152103881,11.4266514303679,11.2741193989602,11.5837242930357,10.6164679768027,11.1499651428306,10.8966308989741,10.2763404380525,10.0595973635042,10.0656304546996,10.1784104156509
"EIF3D",8.01857378455973,9.41383617785681,8.90138211725051,8.72969429699458,8.32110406003543,8.59752109358053,7.52941896444423,7.51353914004386,8.08365265314325,7.53708830023048,7.66703656272177,8.12903430626008,8.60912723613303,8.53581435899759,7.55032455511068,8.40685962250565,7.67722335654003,8.0728663585655,7.94610305090123,8.11325892644638,7.97748538071829
"ST13",8.3664139764189,8.95770100585762,9.28066318903234,8.30532130287671,8.40827526395858,9.13927024082885,8.2192034618372,8.62969040298217,8.31042057940635,8.60320423935434,8.32103568462026,8.71266890478525,9.31082791633382,9.53368886018601,8.1295896476349,9.42225010910079,8.21577403972496,9.02416221838435,8.37406003480653,8.46040583200245,8.50786347164995
"EIF5",7.93041296369846,7.86150702805253,7.7135380173383,7.35310058792835,7.07257517545626,7.86199228427733,8.45016280585304,7.94987645087238,8.44473637968377,8.19898474284453,8.16803823816156,8.17096185535187,7.60819993037856,7.97049813714723,8.05664435494795,8.29819443591363,8.05163056352061,8.15844434934613,8.20458052399476,8.30397644511213,8.33107848869558
"CTSZ",8.46767402483559,-1.68433366739186,-2.106992386028,-2.56098961696785,8.74991327542963,9.51235426836147,8.57740557496666,6.9713314299346,7.26174553108218,-1.17984455173053,7.50125600124143,9.00914570182195,8.21608221380173,6.04890492077052,8.42203180184278,1.21406022235145,9.03868315199884,8.21858150176881,8.46170624672908,8.39484678568949,8.26158723165342
"PSMA7",9.56130435487125,10.1951585060502,9.78135243119725,8.70810650302178,9.45890925565153,10.1927179705732,9.48079567655159,9.77527478279045,8.60862654410734,9.34020361229615,8.84878313584744,9.11436700445224,9.75347404690323,9.91562843667838,9.54381667128188,9.06952307091133,8.85956655878021,9.30381186316436,8.48969120051531,8.59805011592686,8.71438272166818
"NOP56",9.24978532066856,8.51814481420551,8.76629996327773,8.03311424550076,8.47575675123369,9.31665274634182,8.89612721645269,9.41457857573821,7.79433851991034,9.88406086383632,8.47981162213014,8.09610110444649,8.55083385681146,9.04393060140138,8.08976344307733,8.85185893634938,7.94849046147161,9.31735911129092,8.32715467630596,8.6202835116017,8.40254835562815
"PGK1",10.4002194507852,10.9989866694869,11.0056027764211,9.57417803153849,10.982373324716,10.8413598359476,10.3821501072045,10.5454243261622,10.1222685101859,10.3631467406422,11.1570412552806,10.9029331110537,10.0689773486121,10.8049834773181,10.1737950919391,10.349567003498,10.9047889195471,10.2171060183984,10.980977220944,10.9305921101995,11.1475813842111
"TIMP1",9.10392654793093,8.05953873618746,8.29490343092537,11.025585086798,8.78648882059706,9.8583528598456,10.9771681609995,8.23984628506859,8.38262644268532,9.13839389918723,9.60240597593296,10.8134679190461,9.13826413796518,9.19982972757228,10.7316741522149,11.3935585025271,9.79122713081232,9.30334443312411,6.95247285273302,7.12073912400254,6.90978191684849
"RBM3",8.80002446578665,8.84420587859701,8.53064135000288,7.59873896190076,8.74445884214705,7.91498471695618,7.50736120413683,8.09054148488624,7.77201722065982,8.47669278395451,8.05467430515333,8.29697831879613,7.50760730687183,6.95818005832292,8.03848582287578,8.25616808550507,8.40093047798932,7.91842152862666,9.98930123794629,9.93463039900876,10.1505750924321
"ELOB",9.08260215001466,8.9872262859727,9.36665007227929,8.68898861307681,8.2460951759722,8.99751796369425,8.72550118054795,8.35957119415644,8.59797737278443,8.56590645312215,8.32386634319816,8.57200358140352,8.46572967656713,8.814820117096,8.6524400700497,8.84547060916573,8.31536087312312,8.20255923498842,9.45840459559054,9.41185556351,9.53528384796224
"RAB11A",8.79794613009223,8.69282922717104,8.4601527647371,8.41703772571278,8.43137352880472,8.52777397924365,8.26205718681729,8.3307752283993,8.18773805178068,7.98306066875133,8.23120807082791,8.55876888462215,8.90124937489252,7.93827664726382,8.0895578021882,8.40591025635016,8.33403059410442,8.02358878260929,7.60935148475146,7.55976627102242,7.78936379370862
"EIF3E",9.24088819595908,8.28807377969123,8.65693227885822,10.3848535541611,8.76383562056701,8.55568383184369,7.91728402533015,8.54311475311211,8.84476210279171,8.48802932089309,8.21361626745073,8.22015770467672,9.65376976065702,9.27946564456476,8.77500577497404,9.24580491925074,8.37491122667769,8.4246676460956,8.40728488397578,8.54490238699842,8.58617738667132
"EEF1D",9.3995387571242,9.18923868210614,9.54625491208946,10.3489421220337,9.24792146177175,8.31557662603333,8.365217501432,8.53632096542194,9.1508142873567,9.02414628534464,8.42409516701243,9.4526809395052,9.15342053726393,9.541222470112,9.11916805240561,9.58322189332389,8.77284890146987,8.90194471876247,8.96423003436552,9.14294650060156,9.06419743653634
"ASAH1",4.20188124131471,7.53871673639127,8.055062721616,4.95765456401573,8.4423510530937,9.34252985415337,8.61658601820222,9.15366628305637,4.30912826972391,8.8866760987654,8.42091874370343,8.40304624915033,8.55360480132502,8.40156690067523,6.47264727108065,5.66417425907589,5.06966923991162,8.79061684670599,6.81278074833891,6.71130489910505,6.84389894359911
"OAZ1",9.47977618743052,9.64644739944575,9.81054476114386,10.0124290453831,9.62041023898848,9.97757996158223,9.76405803312101,9.20106679218499,10.2554487499195,9.37992424898711,9.65843212528001,9.84177359516463,10.1185396440223,9.70444769955395,9.87459069093898,9.71541160187729,9.57795540613086,9.69554858037048,9.65186057181604,9.6651310238091,9.74053510992156
"GPI",8.23910741671988,8.54830313595642,8.53939760361055,7.05792244814112,9.19598288721736,8.81135204493896,8.11658572503377,7.73954994370679,7.60518524961554,6.69172664699729,8.42708087781261,8.44446844176146,8.77498221213263,8.68538003263327,7.117439666298,7.80111823027367,7.65453938084726,7.92744547368011,9.38510531360143,9.36906279556926,9.31247690449186
"RPS19",11.9713961664945,11.606670561299,11.6893116031576,11.946196852517,11.4703857485664,11.3180675708052,11.1382436570159,11.0519132311148,11.5257978746453,10.8321169588908,10.6636724551177,11.9896911261418,11.4846765174622,11.2342281197417,11.3944530966469,10.8437446760166,11.2653092463709,10.8211578544891,11.3941901176077,11.4260874927347,11.5648018322211
"RPL18A",11.7274100781256,10.8400587267368,10.9133467549594,11.3793288513463,10.5263604475959,11.0787737940855,10.5605930471694,10.6908700507183,10.8117392730448,10.6695086145321,9.84420352203334,11.6772438651875,10.574627721123,10.7812665898502,10.3950591029027,10.6138042096962,10.5405835667554,10.0519121056848,11.5502056663551,11.5107547116124,11.5245421816323
"H2AFV",8.11299557701426,8.01265556096373,7.93135343263989,8.26421677072866,8.04657447699682,7.44358858449845,8.02034510900455,7.39652036703406,8.4086687184915,7.61397848063182,8.24865080542147,8.33070141304086,8.17510367487181,7.5926402954678,8.85618240759569,8.03654250718822,8.5988620465594,8.68900803557982,6.97666513365762,6.63947781038406,7.04994940894694
"SSBP1",8.92908367246262,8.19463906828977,8.37950668354546,8.0303622296164,7.5650637059599,7.71094375017878,7.82687241069422,8.16977410683966,8.2326847723179,6.75846317077053,8.37249612230116,7.96885130449861,8.56827679979718,7.72937372276975,8.45633262489304,7.90158982794583,8.29699722508722,8.23671004068474,6.72458748517237,6.90492669811851,6.92650296110648
"GARS",8.27162823951028,7.60773348110941,7.6737948481855,8.51330988560021,9.0115710158692,7.02675499210979,7.07659018915761,8.22865488865951,9.21152982664653,6.43734651806524,7.30441672913876,6.93014020628947,9.46055738218722,8.53554502711604,7.52947846155625,5.77224280496338,7.73574698263572,8.12401760266032,8.83029667117534,9.00621236973321,8.85386264530463
"CHCHD2",9.5936294185035,9.84386797199354,9.91898900489498,9.62515975938425,9.39153506817617,9.63236015691722,9.23738857876002,9.0729428970069,9.52876698080946,9.38276783460188,9.54068673653258,9.63255234433953,9.56133950971225,9.61729144852256,9.65316640216382,9.04630027689066,9.56643765246683,9.90595845013254,9.01405754589228,9.01112149709608,9.19083792810784
"HSPB1",9.24019333344215,9.80761817674317,10.1413224889564,9.53311537479831,8.71544655440727,7.00435551238352,9.61188544720726,9.09340039886117,8.1770415849108,10.1537657241819,9.6058823874096,8.96087707086877,7.94273949968808,9.48575251540312,9.32948675407962,9.4053319683615,8.90367870756782,9.22326991596962,-0.277566700671646,-0.229265165372894,-0.179882266166776
"EIF3B",7.88056839000916,8.37459393841455,8.46788578688871,7.03203880441097,7.50737937561368,8.04766677862772,7.89676204899937,8.0002714206427,8.57054656881441,6.96809906461944,8.19250303413893,7.67929150366663,8.03216249709987,6.54091890794623,8.58295797348857,7.12099854962705,8.13428404089096,8.34404058813718,7.72260871145236,8.03246424145495,7.74236774690387
"PLOD3",7.61016308579614,8.56674125902942,8.29833177593301,6.44783771431221,8.22812420990269,8.57431826382496,9.11311387142931,8.89995299184559,4.70120949338247,8.29226511815902,8.49232019180687,9.40058540702022,8.61188282186864,8.35609793929274,10.0716648119324,6.72934135965009,8.99459520477157,8.4574523373884,6.14702861316092,6.21178641811001,5.83132578144583
"EIF4H",8.45790263399711,9.16141782094674,8.9888494180494,8.75396604847567,8.21274530692467,7.08463250212191,8.2131694380641,8.10930009445247,7.32083116332229,8.53806238198908,8.78691391730762,8.39407203363365,7.4338216023524,8.23080195312885,8.68134704473192,8.62836533773249,8.25192320066134,7.73490073683746,8.24494174804335,8.32841698715436,8.23390711697656
"EDF1",8.36456166360028,8.58086451034282,8.26223759367891,8.36885610623207,8.17563665461175,8.30692256544193,8.13879327845925,8.55784196188851,7.93929128721123,8.82479088898112,7.70077109854898,8.33815668294641,7.28599169815821,7.80845549178555,8.18877432833377,7.90827187571241,8.04026677638766,8.59692138520616,8.23137663579967,8.28062051685897,8.3188564737558
"UBE2S",9.47132578800269,8.70030048340601,8.51465028111305,8.5930325547332,9.20684121220548,9.09237518331005,8.35611082841016,7.67252451582851,8.99314943525173,8.26990071205096,8.1006967220566,8.11081763954172,8.97543890602621,8.81061448159878,8.79111814595842,8.50200718809711,8.42345841170826,9.00112002785805,9.25531939131193,9.33717363933462,9.24194117676434
"RPL19",12.2738030237648,12.0333355573203,11.9178586681175,12.0729174044797,11.7063678910316,11.4760415552771,11.2592825703643,11.6924470721763,11.6762864180554,11.2990656416786,11.5866261388575,12.1620589630957,11.0857404637005,11.4775221723821,10.8577629674032,12.1110459811564,11.2016004295879,10.9064895875597,11.3971721022746,11.4379079994656,11.5501732640201
"KPNB1",8.9441718474396,8.56026194978299,8.56665387091255,9.44252496208603,8.19373582354297,8.35190243183938,8.16396053158,8.76448768210484,8.45189198902955,8.03586406751515,8.87009999620704,7.95748074581129,8.53752474381258,8.82524646921684,8.24033486777029,8.92843284732789,8.51918026138261,8.21801931125046,7.6661934303796,7.81943427696447,7.54435320864889
"PFN1",11.0400262015742,10.0762998363762,9.87741274066243,10.3703842990154,10.6054601437606,9.57659028913902,9.85555093753823,10.3469723122785,10.6441169075516,9.92224007873536,9.74886095470689,10.1379075900471,8.86173769308066,10.2626944450861,10.0959658760124,10.0362703965036,10.0730038673041,9.9700276849738,10.3539848339943,10.2869090428339,10.2630993932735
