"","Hs_A375.G007.LK","Hs_FemxI.G007.LK","Hs_FemxV.G007.LK","Hs_LOX.G007.LK","Hs_MeWo.G007.LK","Hs_Skmel28.G007.LK","Hs_WM115.G007.LK","Hs_WM1341.G007.LK","Hs_WM1366.G007.LK","Hs_WM1382.G007.LK","Hs_WM239.G007.LK","Hs_WM266.G007.LK","Hs_WM35.G007.LK","Hs_WM45.1.G007.LK","Hs_WM793.G007.LK","Hs_WM852.G007.LK","Hs_WM9.G007.LK","Hs_WM983.G007.LK","Mm_G007LK","Mm_WNT_G007LK"
"SPTSSA",4.26969933795964,4.94558316486101,4.84518185091435,3.55380316096047,4.91723383399979,3.94190039965452,5.42829097986996,5.16006021464409,4.106013170037,5.90835196090882,4.41550339916301,5.19445921576041,5.14060982661757,4.4620257229893,5.40222630845937,5.85162405977269,5.48833838719103,4.5671367496192,6.2775444024716,6.45338593631712
"KRT80",5.97659006175946,-3.08416394793972,-2.93025442057197,1.02067722094783,-2.94668654578071,-3.32192809488736,-3.32192809488736,-2.64710115365829,4.97398541753291,-2.53505319647443,-2.95580744277495,-3.2181507799892,-3.13366185331771,-3.32192809488736,0.21575357506469,-0.00124449140323551,0.872703253757307,1.31885520227451,3.61284164876766,3.54768610377308
"MGAT5B",3.14039011253576,3.72445537994956,3.1587460624026,4.97808398531018,4.66012047275211,3.04110305514613,2.3208320417164,3.5763714389666,1.87262773470484,3.96811212705298,3.13478431047878,1.72037888571282,3.60049939141069,-1.88098234897192,3.40798164701593,2.84109612833949,-1.88353176002066,4.14299534221927,-3.32192809488736,-3.32192809488736
"LMBRD1",2.69240327109562,3.7697489866986,3.80478949098604,4.66937242806927,4.58365786417865,3.97315522892174,4.5439349463554,3.81769155084154,3.45972678922922,3.60297588595974,4.16862315247944,5.08195672465951,4.41667277558249,4.43821388919949,5.12240024016591,4.39599592668083,3.52509453186725,3.9628173967342,5.63760068870484,5.52426244776239
"DTYMK",6.57742184566317,6.33292836695543,7.0075621284172,6.10284172316334,6.89360666714196,7.38539362700641,6.44342683762475,6.1162209581603,6.67744220910446,5.40533644255489,7.03693332515797,6.66674480066441,6.85683744583706,7.33688830492536,6.24611811329524,6.71580219196472,6.31579389675461,7.08262396788253,7.04138643357663,7.04159188455748
"B3GNT2",2.94529820271751,4.67931977218998,4.86923248802867,4.93432208243831,3.71091271602899,4.8776516899365,4.77048533121207,5.20046534602975,3.2250802954378,4.58928306049456,4.58804586676968,5.52108893021555,4.38460901792689,3.84068811395716,3.72760064405293,3.25343239333931,3.30827570223632,4.29666914336897,3.8137584826381,3.88987532445272
"THOP1",6.30834502332762,6.69087564391124,6.76234582637274,5.81802763789622,6.62049838140532,6.77096690992022,5.78636818634342,6.29838392651839,6.4519293808453,6.45392611681886,5.983290405145,5.84088899514728,5.96140627841128,6.07000910773681,6.01364523517995,6.09870079755739,6.1498155201483,6.4713806031429,4.92890734476027,4.87419068909529
"NBEA",0.470828851222739,1.6834955312339,1.7781321737357,1.97716189101261,1.60445657957073,0.809578775524816,1.63662515780566,1.36379973684671,0.757740184267743,1.88822847909218,1.07693667033552,2.97315419895054,0.921359591374361,1.74384835944116,3.54196383581656,0.0182845495658448,2.45863500070942,1.78444899219018,2.95223074496511,2.64345266053439
"HRAS",5.31718712258248,4.66309835629506,4.49337911118675,4.82766956806881,5.76955594550222,5.08862941041691,5.027617220062,4.6405034522268,4.82237640190475,5.44150153951659,4.90391845653217,4.74801984687182,3.49039255986137,4.33698342832207,5.08954899226797,3.9112199396504,4.95105185906608,5.04359239837499,6.3158336842082,6.45192971104577
"FOSL1",8.09657412381707,5.2551066426378,3.96235158178282,8.30855917654021,5.43152918302128,5.51793829361778,7.43717784453633,6.61171798058435,8.21377820092479,-3.0113522840078,6.18196008832666,5.67881444427698,3.8591255130061,3.16980260503074,7.88903494740034,4.45586214401264,6.3552176905808,6.76459634903837,4.54791214551543,4.64299674016058
"FZD2",3.98570487719666,1.2015510061789,0.717819311571553,3.24726322189594,1.84863557551822,0.942380158917216,2.33287414218778,0.38903931137954,4.72346210686125,1.64402778403383,1.88408958090457,2.29141481612986,1.03434711274766,2.26375471129237,3.56772294300521,3.75054690155584,3.4291010359274,1.26669870693186,2.67341659564238,2.159084510272
"NQO1",10.2848179472569,9.39630617092367,8.83518223531898,7.46710187048991,8.73520052027769,10.6376390092175,11.0433220806123,12.0673361006794,8.59190507435614,8.39737310024663,11.5811234810632,10.7648502363711,10.1175892208102,8.61391801313715,11.3817780794972,10.3703865168325,9.8362693439405,10.2537714365389,3.7468521164055,3.71843149131759
"KIRREL1",5.7119980525819,5.59989127821883,5.12714222893075,5.4144612616286,4.75613462315272,5.76372374334071,7.38105519469606,6.31076472310145,5.18064029001729,5.54442431759434,6.14576021767395,5.69137138097299,5.41492381543958,4.42851371174266,7.25179403976889,6.66188113734189,6.63112542415313,5.96866850776466,5.19035266025468,4.77760789811699
"GNB1L",2.94765670612576,2.86122613528506,3.76178142068513,2.88425895231538,3.58826859874761,3.41031628281017,2.14129840927661,1.44102633805511,2.13273526722326,2.0638283236941,2.56266330219928,2.66372210005005,3.37061164625142,3.88208489270118,1.65137459347171,0.913649886943816,2.16717408971208,3.33284152301136,3.28011876724549,3.40545176021528
"LONP1",6.72719211084999,6.44898910066606,6.43921695989894,6.9005506810127,6.99892629003031,6.50112836495644,5.65127177133187,6.02780040328531,6.83315041800733,5.74070029369004,5.68071428841221,6.01532118039409,6.92982159900097,7.21092245482964,5.3991765221254,5.64083655271189,5.91068393888658,6.25687917530177,7.45942524053045,7.37341848839175
"SCN8A",0.454667447857852,-1.43841394930282,-2.47437628445202,2.68552736512466,-2.51173223471919,-0.0441289641501717,1.06789367860426,0.396190672000689,2.30367936473772,1.07870531832798,1.80364757448557,-0.75795645311917,-2.03637688623991,-2.32368782660626,1.46043303304986,-1.32639429167163,-2.9380744053888,-2.90116252838019,4.81043986336212,5.3070330508139
"ANXA4",5.76626576314714,7.01382744664257,7.02266110208046,6.90637379479671,7.67633927479647,6.89635032152139,7.00928819414938,7.18595051809338,5.71892968806257,6.63892971390068,6.26059675818394,7.62192130745402,7.15732252959119,6.94866512249117,6.61530272753317,8.0053467157056,6.03204739172458,6.37307144719873,6.33212379973731,6.38774748628906
